ims_org_id,bed_id,license_beds,census_beds,staffed_beds
INS00040280,8,90,85,90
INS00076330,8,112,103,112
INS00076330,18,112,103,112
INS00040280,18,90,85,90
INS00078565,8,121,100,121
INS00078565,18,121,100,121
INS00128711,18,95,74,95
INS00128711,8,95,74,95
INS00075298,18,151,138,151
INS00077048,8,59,58,59
INS00077048,18,59,58,59
INS00075298,8,151,138,151
INS00646829,18,25,20,25
INS00646829,5,25,20,25
INS00114691,18,51,50,51
INS00114691,8,51,50,51
INS00108844,18,50,35,50
INS00108844,8,50,35,50
INS00004774,5,123,69,73
INS00004774,16,21,12,13
INS00004774,4,14,9,9
INS00004774,18,158,90,95
INS00006038,18,304,211,304
INS00006038,5,284,197,284
INS00006038,4,20,14,20
INS00112948,18,120,84,120
INS00112948,8,120,84,120
INS00078386,8,120,116,120
INS00078386,18,120,116,120
INS00139648,18,73,53,73
INS00139648,8,73,53,73
INS00035705,18,100,57,70
INS00035705,8,100,57,70
INS00345249,18,52,51,52
INS00345249,8,52,51,52
INS00112459,18,59,52,59
INS00112459,8,59,52,59
INS00035405,8,346,300,346
INS00035405,18,346,300,346
INS00093303,12,47,45,47
INS00093303,18,47,45,47
INS00003240,18,25,9,25
INS00003240,5,25,9,25
INS00074617,8,99,80,99
INS00074617,18,99,80,99
INS00074302,18,210,162,210
INS00074302,8,210,162,210
INS00000860,18,25,15,15
INS00000860,8,15,9,9
INS00000860,5,10,6,6
INS00536635,18,175,171,175
INS00491830,18,74,72,74
INS00491830,8,74,72,74
INS00536635,12,175,171,175
INS00039799,8,76,55,76
INS00039799,18,76,55,76
INS00261776,15,30,22,30
INS00261776,4,20,15,20
INS00261776,18,231,170,231
INS00261776,5,181,133,181
INS00074002,18,58,46,58
INS00074002,8,7,6,7
INS00074002,12,9,7,9
INS00035280,18,100,95,100
INS00035280,8,100,95,100
INS00074002,16,42,33,42
INS00039874,8,95,89,95
INS00039874,18,95,89,95
INS00075207,8,101,78,101
INS00075207,18,101,78,101
INS00079471,8,112,75,112
INS00077681,8,100,95,100
INS00077681,18,100,95,100
INS00079471,18,112,75,112
INS00074157,4,31,29,31
INS00114663,18,83,74,83
INS00074157,12,169,161,169
INS00074157,18,200,190,200
INS00114663,8,83,74,83
INS00037135,8,85,85,85
INS00037135,18,85,85,85
INS00003195,6,26,25,26
INS00003195,4,35,33,35
INS00003195,5,305,290,305
INS00003195,18,366,348,366
INS00076381,18,90,65,90
INS00076381,8,90,65,90
INS00599647,18,63,45,63
INS00599647,5,63,45,63
INS00078730,18,235,228,235
INS00078730,8,235,228,235
INS00564622,8,108,75,95
INS00564622,18,108,75,95
INS00033836,18,150,142,150
INS00033836,8,150,142,150
INS00011151,12,60,60,60
INS00011151,18,60,60,60
INS00033890,8,94,94,94
INS00033890,18,94,94,94
INS00114929,8,120,102,120
INS00114929,18,120,102,120
INS00034454,8,60,50,60
INS00034454,18,60,50,60
INS00493075,18,117,110,117
INS00493075,8,117,110,117
INS00055402,8,150,133,150
INS00055402,18,150,133,150
INS00114133,8,26,24,26
INS00114133,18,26,24,26
INS00077712,8,120,115,120
INS00077712,18,120,115,120
INS00107708,18,191,110,191
INS00107708,5,191,110,191
INS00036389,18,199,187,199
INS00036389,8,199,187,199
INS00074937,8,126,121,126
INS00074937,18,126,121,126
INS00075721,8,200,150,200
INS00075721,18,200,150,200
INS00366409,18,200,162,200
INS00366409,4,22,18,22
INS00366409,5,178,144,178
INS00485013,18,40,35,40
INS00485013,5,40,35,40
INS00484764,18,80,70,80
INS00484764,16,80,70,80
INS00036089,8,203,170,203
INS00036089,18,203,170,203
INS00038343,8,175,127,175
INS00038343,18,175,127,175
INS00002514,5,99,51,99
INS00002514,6,7,4,7
INS00002514,18,116,60,116
INS00002514,2,10,5,10
INS00074586,8,159,137,159
INS00074586,18,159,137,159
INS00074991,18,45,40,45
INS00074991,8,45,40,45
INS00123330,18,58,45,58
INS00123330,8,58,45,58
INS00001550,5,115,31,32
INS00001550,12,25,25,25
INS00001550,18,162,70,72
INS00001550,4,22,14,15
INS00034999,18,65,45,65
INS00034999,8,65,45,65
INS00075941,8,100,61,100
INS00075941,18,100,61,100
INS00038564,18,125,107,125
INS00038564,8,125,107,125
INS00004349,5,75,46,55
INS00004349,18,75,46,55
INS00001850,18,25,23,25
INS00001850,5,25,23,25
INS00038123,18,241,170,241
INS00038123,8,241,170,241
INS00113675,8,57,35,57
INS00113675,18,57,35,57
INS00011015,18,19,19,19
INS00011015,8,19,19,19
INS00072963,8,170,140,145
INS00072963,18,170,140,145
INS00034856,18,99,86,99
INS00034856,8,99,86,99
INS00113975,18,39,38,39
INS00113975,8,39,38,39
INS00112055,18,79,73,79
INS00112055,8,79,73,79
INS00036953,8,100,94,100
INS00036953,18,100,94,100
INS00076996,18,76,68,76
INS00076996,8,76,68,76
INS00034699,18,59,48,59
INS00034699,8,59,48,59
INS00112355,8,154,141,154
INS00112355,18,154,141,154
INS00038235,8,92,75,86
INS00038235,18,92,75,86
INS00548754,18,45,42,45
INS00548754,8,45,42,45
INS00076327,18,41,40,41
INS00076327,8,41,40,41
INS00074393,18,99,90,99
INS00074393,8,99,90,99
INS00034636,8,70,70,70
INS00034636,18,70,70,70
INS00077847,8,172,145,172
INS00077847,18,172,145,172
INS00110265,18,84,75,84
INS00110265,8,84,75,84
INS00076905,18,86,69,86
INS00076905,8,86,69,86
INS00038803,8,81,80,81
INS00075261,18,60,21,60
INS00075261,8,60,21,60
INS00038803,18,81,80,81
INS00112784,18,104,99,104
INS00112784,8,104,99,104
INS00036733,18,188,182,188
INS00006094,6,66,47,59
INS00036733,8,188,182,188
INS00006094,5,502,361,448
INS00006094,18,626,450,559
INS00006094,4,50,36,45
INS00006094,10,8,6,7
INS00039455,18,60,56,60
INS00039455,8,60,56,60
INS00476372,18,6,5,6
INS00476372,20,6,5,6
INS00104072,14,6,5,6
INS00104072,18,6,5,6
INS00005969,18,597,550,578
INS00005969,2,18,17,18
INS00005969,5,485,447,469
INS00005969,4,37,34,36
INS00005969,15,57,52,55
INS00005890,6,13,11,13
INS00005890,5,144,126,144
INS00005890,18,172,150,172
INS00005890,4,15,13,15
INS00035289,18,264,257,264
INS00113500,18,44,17,44
INS00113500,8,44,17,44
INS00035289,8,264,257,264
INS00037023,8,240,150,240
INS00111766,8,95,60,95
INS00111766,18,95,60,95
INS00037023,18,240,150,240
INS00037546,8,180,160,180
INS00037546,18,180,160,180
INS00040011,8,90,90,90
INS00040011,18,90,90,90
INS00037271,18,70,61,70
INS00037271,8,70,61,70
INS00006258,18,210,120,210
INS00006258,5,196,112,196
INS00006258,4,14,8,14
INS00074220,8,112,90,112
INS00074220,18,112,90,112
INS00039248,18,200,180,200
INS00039248,8,200,180,200
INS00004928,5,21,12,13
INS00004928,18,25,15,16
INS00004928,4,4,3,3
INS00398524,12,58,35,45
INS00398524,18,58,35,45
INS00001414,4,8,3,6
INS00001414,5,149,47,97
INS00001414,18,157,50,103
INS00078814,18,85,77,85
INS00078814,8,85,77,85
INS00109971,18,116,89,116
INS00109971,8,116,89,116
INS00038492,8,121,90,121
INS00038492,18,121,90,121
INS00035841,18,130,90,130
INS00035841,8,130,90,130
INS00345195,8,47,44,47
INS00080032,8,105,101,105
INS00080032,18,105,101,105
INS00345195,18,47,44,47
INS00039762,8,100,89,100
INS00039762,18,100,89,100
INS00036338,18,108,89,108
INS00058234,18,10,6,10
INS00036338,8,108,89,108
INS00058234,5,8,5,8
INS00058234,4,2,1,2
INS00109723,18,35,30,35
INS00112450,18,100,89,100
INS00112450,8,100,89,100
INS00109723,8,35,30,35
INS00645187,18,60,18,60
INS00645187,14,60,18,60
INS00003249,18,156,110,144
INS00003249,4,18,13,17
INS00003249,5,108,76,99
INS00003249,16,30,21,28
INS00365775,12,57,34,57
INS00000869,18,25,13,25
INS00365775,18,57,34,57
INS00000869,5,25,13,25
INS00006454,5,155,79,142
INS00006454,16,24,13,23
INS00006454,18,194,100,179
INS00006454,4,15,8,14
INS00059679,18,57,38,57
INS00059679,12,57,38,57
INS00035311,18,88,84,88
INS00035311,8,88,84,88
INS00079855,18,82,80,82
INS00079855,8,82,80,82
INS00035044,18,120,115,120
INS00035044,8,120,115,120
INS00109256,8,136,102,136
INS00109256,18,136,102,136
INS00001777,18,32,5,15
INS00006772,5,89,58,89
INS00006772,4,10,7,10
INS00111603,8,72,68,72
INS00111603,18,72,68,72
INS00080077,8,115,103,115
INS00080077,18,115,103,115
INS00079810,8,72,70,72
INS00079810,18,72,70,72
INS00035605,18,120,105,120
INS00035605,8,120,105,120
INS00078371,18,120,112,112
INS00078371,8,120,112,112
INS00074347,18,120,71,120
INS00074347,8,120,71,120
INS00038135,8,83,68,83
INS00038135,18,83,68,83
INS00083514,18,87,87,87
INS00083514,8,87,87,87
INS00113863,8,28,26,28
INS00113863,18,28,26,28
INS00039644,18,120,110,120
INS00039644,8,120,110,120
INS00040392,8,60,58,60
INS00040392,18,60,58,60
INS00011166,12,181,148,181
INS00004040,18,64,52,64
INS00011166,18,239,196,239
INS00004040,5,64,52,64
INS00011166,15,58,48,58
INS00113296,18,126,107,126
INS00113296,8,126,107,126
INS00005092,4,11,10,11
INS00005092,18,255,235,255
INS00005092,5,233,215,233
INS00005092,3,11,10,11
INS00345095,18,120,115,120
INS00345095,8,120,115,120
INS00035211,18,136,130,136
INS00035211,8,136,130,136
INS00075583,18,200,150,200
INS00065587,8,60,55,60
INS00065587,18,60,55,60
INS00075583,8,200,150,200
INS00005660,18,76,44,76
INS00005660,4,10,6,10
INS00005660,5,66,38,66
INS00059624,18,125,86,100
INS00059624,14,125,86,100
INS00078557,18,79,77,79
INS00078557,8,79,77,79
INS00528058,8,84,70,70
INS00528058,18,84,70,70
INS00082101,18,60,49,60
INS00082101,8,60,49,60
INS00112851,8,41,37,41
INS00112851,18,41,37,41
INS00345132,18,257,150,257
INS00345132,8,257,150,257
INS00011203,12,246,200,246
INS00011203,18,246,200,246
INS00004474,5,6,3,6
INS00004474,18,23,10,23
INS00004474,16,17,7,17
INS00005497,4,4,2,4
INS00005497,18,58,30,58
INS00005497,5,54,28,54
INS00077386,8,121,117,121
INS00077386,18,121,117,121
INS00039266,8,98,85,98
INS00039266,18,98,85,98
INS00113491,18,20,16,20
INS00113491,8,20,16,20
INS00038271,18,134,130,134
INS00038271,8,134,130,134
INS00076432,8,71,66,71
INS00076432,18,71,66,71
INS00365675,5,83,36,83
INS00365675,6,5,2,5
INS00365675,4,16,7,16
INS00076941,18,120,65,120
INS00076941,8,120,65,120
INS00365675,18,104,45,104
INS00037492,18,126,100,110
INS00037492,8,126,100,110
INS00038253,8,90,60,90
INS00038253,18,90,60,90
INS00001685,16,271,154,271
INS00001685,15,56,32,56
INS00001685,5,447,255,447
INS00001685,6,70,40,70
INS00001685,4,98,56,98
INS00001685,2,11,6,11
INS00001685,18,953,543,953
INS00039389,18,104,89,104
INS00039389,8,104,89,104
INS00034727,8,212,175,212
INS00034727,18,212,175,212
INS00034588,18,132,127,132
INS00034588,8,132,127,132
INS00079444,8,58,56,58
INS00079444,18,58,56,58
INS00076683,18,45,44,45
INS00076683,8,45,44,45
INS00037668,18,68,64,68
INS00037668,8,68,64,68
INS00000527,5,89,61,70
INS00000527,4,12,9,10
INS00000527,18,101,70,80
INS00005328,5,283,171,283
INS00005328,4,50,30,50
INS00005328,6,23,14,23
INS00005328,18,356,215,356
INS00015678,16,573,551,573
INS00015678,18,573,551,573
INS00040821,18,186,50,186
INS00040821,12,186,50,186
INS00077962,8,117,109,117
INS00077962,18,117,109,117
INS00109631,18,126,122,126
INS00109631,8,126,122,126
INS00005189,1,10,8,9
INS00005189,5,397,345,375
INS00005189,2,10,8,9
INS00005189,4,160,139,151
INS00035576,8,60,55,60
INS00005189,3,24,21,23
INS00005189,18,601,521,567
INS00035576,18,60,55,60
INS00059557,12,40,40,40
INS00059557,18,40,40,40
INS00108881,8,40,33,40
INS00108881,18,40,33,40
INS00078485,8,48,42,48
INS00078485,18,48,42,48
INS00039069,18,175,149,175
INS00039069,8,175,149,175
INS00003607,18,110,90,110
INS00003607,5,110,90,110
INS00035878,18,117,65,117
INS00035878,8,117,65,117
INS00003468,4,4,2,4
INS00003468,18,25,15,25
INS00119260,12,102,60,102
INS00119260,18,200,120,196
INS00003468,5,21,13,21
INS00079764,8,87,86,87
INS00079764,18,87,86,87
INS00119260,5,98,60,94
INS00079363,18,100,40,100
INS00409827,18,120,87,120
INS00409827,8,120,87,120
INS00079363,8,100,40,100
INS00034709,18,120,60,120
INS00034709,8,120,60,120
INS00075550,8,49,32,49
INS00036348,18,108,90,108
INS00036348,8,108,90,108
INS00075550,18,49,32,49
INS00058035,4,11,10,11
INS00058035,5,147,133,147
INS00058035,18,166,150,166
INS00058035,6,8,7,8
INS00000747,6,14,11,11
INS00000747,5,93,72,75
INS00000747,4,17,13,14
INS00000747,18,124,96,100
INS00034256,18,122,112,122
INS00034256,8,122,112,122
INS00109851,8,100,93,100
INS00109851,18,100,93,100
INS00076102,18,172,155,172
INS00076102,8,172,155,172
INS00075020,18,124,111,124
INS00075020,8,124,111,124
INS00003788,5,25,6,25
INS00003788,18,25,6,25
INS00535966,8,156,130,156
INS00535966,18,156,130,156
INS00037116,8,50,48,50
INS00037116,18,50,48,50
INS00110109,8,121,90,121
INS00110109,18,121,90,121
INS00144986,18,68,64,68
INS00144986,8,68,64,68
INS00034036,8,114,98,114
INS00034036,18,114,98,114
INS00079746,18,75,72,75
INS00079746,8,75,72,75
INS00077422,18,60,53,60
INS00640972,18,28,25,28
INS00640972,12,28,25,28
INS00034407,18,300,280,300
INS00601957,5,24,17,24
INS00601957,18,24,17,24
INS00077422,8,60,53,60
INS00034407,8,300,280,300
INS00033914,8,50,40,50
INS00033914,18,50,40,50
INS00076834,18,128,120,128
INS00076834,8,128,120,128
INS00109001,18,100,89,100
INS00109001,8,100,89,100
INS00037297,18,115,113,115
INS00037297,8,115,113,115
INS00111868,18,60,60,60
INS00035028,8,118,90,118
INS00035028,18,118,90,118
INS00111868,8,60,60,60
INS00077124,18,75,68,75
INS00077124,8,75,68,75
INS00039809,18,92,67,92
INS00039809,8,92,67,92
INS00110037,18,110,104,110
INS00110037,8,110,104,110
INS00109321,18,161,152,161
INS00109321,8,161,152,161
INS00000995,5,21,8,21
INS00000995,18,25,10,25
INS00000995,4,4,2,4
INS00005627,5,375,332,371
INS00005627,18,450,400,446
INS00005627,4,30,27,30
INS00005627,6,31,28,31
INS00005627,2,14,13,14
INS00034289,18,120,108,120
INS00034289,8,120,108,120
INS00001048,5,188,122,161
INS00001048,4,9,6,8
INS00001048,18,197,128,169
INS00003755,5,75,69,75
INS00003755,18,75,69,75
INS00035194,18,174,159,174
INS00035194,8,174,159,174
INS00075414,18,152,142,152
INS00035248,18,82,76,76
INS00075414,8,152,142,152
INS00035248,8,82,76,76
INS00494209,8,87,71,87
INS00494209,18,87,71,87
INS00590137,8,24,23,24
INS00590137,18,24,23,24
INS00110257,18,22,20,22
INS00110257,8,22,20,22
INS00002879,18,77,25,77
INS00002879,5,77,25,77
INS00006108,6,67,48,55
INS00006108,5,121,83,88
INS00006108,10,24,14,17
INS00006108,18,212,145,160
INS00005847,18,186,26,102
INS00005847,5,171,24,94
INS00005847,4,15,2,8
INS00111566,8,83,79,83
INS00111566,18,83,79,83
INS00079982,8,132,124,132
INS00079982,18,132,124,132
INS00001368,5,181,148,181
INS00001368,4,25,21,25
INS00001368,18,231,190,231
INS00001368,6,25,21,25
INS00493358,18,42,27,42
INS00493358,5,42,27,42
INS00037735,8,131,110,131
INS00037735,18,131,110,131
INS00000663,18,96,62,96
INS00111029,18,35,0,0
INS00000663,5,89,57,89
INS00111029,12,35,0,0
INS00000663,4,7,5,7
INS00001987,4,6,2,4
INS00001987,5,55,18,36
INS00001987,18,61,20,40
INS00078787,18,22,10,22
INS00075733,18,69,52,69
INS00078787,8,22,10,22
INS00075733,8,69,52,69
INS00413322,18,18,14,18
INS00413322,5,18,14,18
INS00036128,8,80,66,80
INS00036128,18,80,66,80
INS00034555,8,138,137,138
INS00034555,18,138,137,138
INS00075002,8,43,43,43
INS00075002,18,43,43,43
INS00572972,18,60,59,60
INS00106170,18,36,28,36
INS00572972,16,60,59,60
INS00106170,12,36,28,36
INS00037717,18,105,88,105
INS00004307,5,23,8,18
INS00004307,18,23,8,18
INS00037717,8,105,88,105
INS00597650,18,132,124,132
INS00026017,18,126,66,126
INS00026017,8,126,66,126
INS00597650,5,132,124,132
INS00075953,8,90,73,90
INS00074701,8,70,58,70
INS00074701,18,70,58,70
INS00075953,18,90,73,90
INS00076204,8,36,28,36
INS00076204,18,36,28,36
INS00074010,12,180,162,180
INS00074010,18,180,162,180
INS00078467,18,157,149,157
INS00078467,8,157,149,157
INS00011487,14,60,30,42
INS00011487,18,60,30,42
INS00003123,18,16,10,16
INS00141866,18,85,72,85
INS00003123,5,16,10,16
INS00141866,8,85,72,85
INS00113416,18,122,95,122
INS00113416,8,122,95,122
INS00001251,5,80,29,80
INS00079499,8,81,60,81
INS00001251,4,34,13,34
INS00079499,18,81,60,81
INS00001251,18,114,42,114
INS00080561,18,198,144,198
INS00080561,8,198,144,198
INS00548793,18,38,35,38
INS00548793,8,38,35,38
INS00078899,18,67,66,67
INS00078899,8,67,66,67
INS00006588,1,22,7,16
INS00006588,18,406,125,300
INS00006588,15,50,15,37
INS00006588,5,300,93,222
INS00006588,4,34,10,25
INS00113597,8,27,24,27
INS00006201,16,23,21,23
INS00001583,18,166,66,140
INS00006201,18,45,42,45
INS00113597,18,27,24,27
INS00001583,4,14,6,12
INS00006201,4,3,3,3
INS00006201,5,19,18,19
INS00001583,5,152,60,128
INS00110574,18,13,13,13
INS00110574,8,13,13,13
INS00001722,18,198,78,198
INS00001722,5,179,71,179
INS00001722,4,19,7,19
INS00038541,18,160,152,160
INS00038541,8,160,152,160
INS00557725,5,40,27,40
INS00557725,18,44,30,44
INS00557725,4,4,3,4
INS00076917,8,99,72,99
INS00076917,18,99,72,99
INS00084084,8,102,100,102
INS00084084,18,102,100,102
INS00083148,8,99,95,99
INS00083148,18,99,95,99
INS00111923,8,148,142,148
INS00111923,18,148,142,148
INS00005775,5,25,13,25
INS00005775,18,25,13,25
INS00112114,18,120,118,120
INS00112114,12,120,118,120
INS00005914,5,35,20,25
INS00005914,18,35,20,25
INS00451365,5,23,17,23
INS00451365,18,23,17,23
INS00345207,8,16,16,16
INS00345207,18,16,16,16
INS00005156,18,250,165,250
INS00077890,18,120,82,120
INS00005156,4,17,11,17
INS00040464,18,80,76,80
INS00005156,16,32,21,32
INS00005156,5,201,133,201
INS00077890,8,120,82,120
INS00040464,8,80,76,80
INS00113956,8,50,48,50
INS00113956,18,50,48,50
INS00035933,18,94,90,94
INS00035933,8,94,90,94
INS00039356,8,80,40,80
INS00110173,18,200,180,200
INS00110173,8,200,180,200
INS00039356,18,80,40,80
INS00110312,8,120,115,120
INS00110312,18,120,115,120
INS00077506,8,80,80,80
INS00074127,12,27,27,27
INS00077506,18,80,80,80
INS00074127,13,187,187,187
INS00074127,18,214,214,214
INS00115000,8,79,65,79
INS00115000,18,79,65,79
INS00081030,18,50,50,50
INS00081030,8,50,50,50
INS00006407,4,13,8,11
INS00006407,18,142,88,118
INS00006407,5,129,80,107
INS00074664,18,99,75,99
INS00074664,8,99,75,99
INS00039600,18,120,116,120
INS00039600,8,120,116,120
INS00005763,4,5,3,5
INS00005763,5,20,18,20
INS00005763,18,95,76,95
INS00005763,16,70,55,70
INS00002785,16,58,39,39
INS00002785,5,184,122,122
INS00002785,18,264,175,175
INS00002785,4,22,14,14
INS00001459,4,13,6,13
INS00001459,18,175,80,175
INS00001459,5,147,67,147
INS00001459,16,15,7,15
INS00038817,8,60,58,60
INS00038817,18,60,58,60
INS00041029,12,168,144,168
INS00041029,18,168,144,168
INS00075696,18,113,95,113
INS00075696,8,113,95,113
INS00001066,4,4,3,4
INS00001066,18,25,18,25
INS00001066,5,21,15,21
INS00103558,18,36,30,36
INS00103558,5,36,30,36
INS00636549,5,112,95,112
INS00636549,18,112,95,112
INS00080837,18,164,154,164
INS00080837,8,164,154,164
INS00000730,4,24,21,23
INS00000730,18,376,318,355
INS00000730,5,352,297,332
INS00036564,8,106,95,106
INS00036564,18,106,95,106
INS00001103,14,23,16,17
INS00001103,4,38,26,27
INS00001103,6,8,5,6
INS00001103,5,261,130,136
INS00001103,18,330,177,186
INS00006612,9,40,40,40
INS00006612,12,28,28,28
INS00006612,5,116,12,104
INS00006612,18,320,125,299
INS00006612,8,36,36,36
INS00006612,14,100,9,91
INS00038379,18,300,292,300
INS00038379,8,300,292,300
INS00038022,18,102,50,50
INS00038022,8,102,50,50
INS00005392,5,25,15,25
INS00005392,18,25,15,25
INS00059500,18,72,50,72
INS00059500,6,5,3,5
INS00059500,10,3,2,3
INS00059500,5,56,40,56
INS00059500,2,3,2,3
INS00059500,4,5,3,5
INS00544670,18,16,12,16
INS00544670,12,16,12,16
INS00006036,17,2,1,2
INS00006036,18,40,24,40
INS00006036,5,38,23,38
INS00036978,8,120,117,120
INS00036978,18,120,117,120
INS00114836,8,200,190,200
INS00114836,18,200,190,200
INS00003319,16,8,5,8
INS00003319,8,18,12,18
INS00003319,18,150,100,150
INS00003319,5,115,77,115
INS00003319,4,9,6,9
INS00004186,18,40,20,40
INS00004186,4,5,2,5
INS00004186,5,35,18,35
INS00037596,8,48,48,48
INS00037596,18,48,48,48
INS00038397,8,121,115,121
INS00038397,18,121,115,121
INS00593944,6,16,6,16
INS00593944,5,81,43,81
INS00593944,18,97,49,97
INS00106817,18,54,45,54
INS00106817,12,54,45,54
INS00035315,18,80,75,80
INS00035315,8,80,75,80
INS00033847,8,117,112,117
INS00033847,18,117,112,117
INS00079043,18,143,135,143
INS00079043,8,143,135,143
INS00036192,18,88,51,88
INS00036192,8,88,51,88
INS00081620,8,126,113,126
INS00081620,18,126,113,126
INS00008013,18,95,45,95
INS00008013,14,95,45,95
INS00112593,18,180,167,180
INS00112593,8,180,167,180
INS00103784,18,68,60,68
INS00039180,18,80,78,78
INS00103784,8,68,60,68
INS00039180,8,80,78,78
INS00008031,18,90,53,60
INS00004391,5,25,9,15
INS00004391,18,25,9,15
INS00008031,14,90,53,60
INS00076447,8,52,52,52
INS00076447,18,52,52,52
INS00110589,18,50,49,50
INS00110589,8,50,49,50
INS00078926,18,83,73,83
INS00078926,8,83,73,83
INS00079858,18,125,120,125
INS00079858,8,125,120,125
INS00607836,18,16,14,16
INS00607836,12,16,14,16
INS00540010,18,27,17,27
INS00540010,5,27,17,27
INS00535538,5,40,32,40
INS00535538,18,40,32,40
INS00140874,18,99,80,99
INS00140874,8,99,80,99
INS00494273,18,128,88,128
INS00494273,16,128,88,128
INS00505790,18,120,116,120
INS00505790,8,120,116,120
INS00606075,5,30,21,30
INS00606075,18,30,21,30
INS00074219,18,100,95,100
INS00582545,5,30,16,30
INS00074219,8,100,95,100
INS00582545,18,30,16,30
INS00118639,18,44,23,44
INS00118639,5,44,23,44
INS00004453,5,25,14,25
INS00004453,18,25,14,25
INS00039573,8,60,55,60
INS00039573,18,60,55,60
INS00112012,18,300,220,300
INS00112012,8,300,220,300
INS00038953,18,46,39,46
INS00038953,8,46,39,46
INS00116456,5,162,92,162
INS00111360,18,473,422,473
INS00116456,4,11,6,11
INS00116456,18,173,98,173
INS00111360,8,473,422,473
INS00040028,8,138,100,138
INS00040028,18,138,100,138
INS00110200,8,40,33,40
INS00110200,18,40,33,40
INS00113172,18,320,310,320
INS00113172,8,320,310,320
INS00037900,8,172,130,172
INS00037900,18,172,130,172
INS00039893,8,89,84,89
INS00039893,18,89,84,89
INS00006555,18,25,17,25
INS00006555,5,19,13,19
INS00006555,4,6,4,6
INS00108839,18,141,125,141
INS00108839,8,141,125,141
INS00038733,8,74,59,74
INS00038733,18,74,59,74
INS00129407,18,151,130,151
INS00129407,8,151,130,151
INS00114054,18,44,44,44
INS00114054,8,44,44,44
INS00408971,8,34,28,34
INS00408971,18,34,28,34
INS00034201,8,96,62,96
INS00034201,18,96,62,96
INS00113872,8,66,42,66
INS00113872,18,66,42,66
INS00114944,8,100,98,100
INS00038104,18,200,191,200
INS00038104,8,200,191,200
INS00114944,18,100,98,100
INS00006875,18,141,95,127
INS00527930,18,97,82,97
INS00006875,12,141,95,127
INS00527930,8,97,82,97
INS00036482,8,120,115,120
INS00036482,18,120,115,120
INS00112252,18,114,80,80
INS00063607,18,151,142,151
INS00112252,8,114,80,80
INS00063607,8,151,142,151
INS00039024,18,164,150,164
INS00039024,8,164,150,164
INS00039424,8,50,43,43
INS00039424,18,50,43,43
INS00112324,18,85,70,85
INS00112324,8,85,70,85
INS00005072,4,15,9,15
INS00002990,5,57,15,57
INS00002990,16,27,7,27
INS00005072,18,248,150,248
INS00005072,16,25,15,25
INS00005072,6,4,2,4
INS00002990,18,95,25,95
INS00002990,4,11,3,11
INS00005072,5,204,124,204
INS00005211,5,30,26,30
INS00005211,4,4,3,4
INS00636532,5,98,85,98
INS00005211,18,35,30,35
INS00005211,2,1,1,1
INS00636532,18,98,85,98
INS00107545,12,116,95,116
INS00107545,18,116,95,116
INS00003671,18,38,32,38
INS00003671,5,38,32,38
INS00548740,8,80,70,80
INS00548740,18,80,70,80
INS00034612,18,132,113,132
INS00034612,8,132,113,132
INS00005443,18,18,7,18
INS00488966,8,100,97,100
INS00488966,18,100,97,100
INS00005443,5,18,7,18
INS00002371,2,7,3,3
INS00002371,4,38,18,19
INS00002371,18,380,189,195
INS00002371,5,335,168,173
INS00001570,5,69,20,32
INS00001570,18,69,20,32
INS00079019,8,50,45,50
INS00079019,18,50,45,50
INS00034491,8,94,90,94
INS00034491,18,94,90,94
INS00077218,18,200,196,200
INS00077218,8,200,196,200
INS00040176,8,68,60,68
INS00040176,18,68,60,68
INS00004143,18,25,10,25
INS00004143,5,25,10,25
INS00001870,18,11,4,11
INS00001870,5,11,4,11
INS00034912,18,130,127,130
INS00034912,8,130,127,130
INS00086719,18,180,160,180
INS00086719,8,180,160,180
INS00036713,18,44,38,44
INS00036713,8,44,38,44
INS00035821,18,150,144,150
INS00035821,8,150,144,150
INS00109666,8,60,53,60
INS00109666,18,60,53,60
INS00075817,8,49,36,49
INS00075817,18,49,36,49
INS00107573,18,93,75,75
INS00107573,14,93,75,75
INS00037633,18,116,78,78
INS00037633,8,116,78,78
INS00564835,8,108,90,108
INS00564835,18,108,90,108
INS00109966,8,100,80,100
INS00109966,18,100,80,100
INS00060745,8,180,175,180
INS00060745,18,180,175,180
INS00038515,18,200,195,200
INS00038515,8,200,195,200
INS00109284,8,228,215,228
INS00109284,18,228,215,228
INS00039301,18,80,78,80
INS00039301,8,80,78,80
INS00111771,18,65,59,65
INS00111771,8,65,59,65
INS00103501,18,32,20,32
INS00103501,5,32,20,32
INS00003991,2,17,15,15
INS00003991,5,348,299,308
INS00003991,18,451,388,399
INS00003991,4,86,74,76
INS00106678,5,25,25,25
INS00106678,18,25,25,25
INS00113254,8,10,8,10
INS00004210,5,297,162,243
INS00004210,18,349,190,285
INS00004210,4,24,13,19
INS00113254,18,10,8,10
INS00004210,6,28,15,23
INS00565644,5,8,4,8
INS00040194,18,161,153,161
INS00565644,18,8,4,8
INS00040194,8,161,153,161
INS00111451,8,40,40,40
INS00111451,18,40,40,40
INS00036331,8,290,270,290
INS00036331,18,290,270,290
INS00005510,5,196,149,196
INS00005510,2,6,5,6
INS00005510,18,305,233,305
INS00005510,4,6,5,6
INS00005510,16,97,74,97
INS00483800,18,88,84,88
INS00483800,8,88,84,88
INS00034820,8,100,83,100
INS00034820,18,100,83,100
INS00002754,18,71,12,23
INS00002754,5,65,10,20
