ims_org_id,business_name,ttl_license_beds,ttl_census_beds,ttl_staffed_beds,bed_cluster_id
INS00548835,Green Valley Healthcare and Rehabilitation Center,124,90,124,1
INS00548836,Park Manor of Tomball,125,107,125,2
INS00549379,Presque Isle Rehab and Nursing Center,141,132,141,2
INS00550290,The Canterbury at Cedar Grove Nursing and Rehabilitation Center,180,167,180,2
INS00550471,Grace Plaza Nursing and Rehabilitation Center,214,200,214,2
INS00550577,Little Nursing Home,29,27,27,1
INS00550925,Surgical Institute of Reading,15,7,10,1
INS00550993,Valley Nursing and Rehabilitation Center,183,130,183,2
INS00551211,Dubuis Hospital of Bryan,30,18,30,1
INS00551374,Kaiser Permanente Orange County Irvine Medical Center,150,137,150,2
INS00551378,The Womens Hospital at Renaissance,143,95,143,1
INS00551379,The Renaissance Behavioral Center,88,50,88,1
INS00551403,Kindred Hospital Northland,35,12,35,1
INS00551405,Sacred Heart Medical Center at Riverbend,334,245,334,3
INS00551415,Sentara Heart Hospital,112,52,112,1
INS00551420,Swedish Orthopedic Institute,84,70,84,1
INS00551437,Radius Specialty Hospital of Quincy,38,36,38,1
INS00552470,Linden Court,125,115,125,2
INS00552671,South Florida Evalutation and Treatment Center,238,215,238,3
INS00552846,West 380 Family Care,44,20,34,1
INS00553105,Heartland of Perrysburg,121,119,121,2
INS00553109,Prentice Womens Hospital and Maternity Center,134,100,134,1
INS00553110,VA Central Iowa Health Care,10,8,10,1
INS00553111,Central Regional Hospital,324,290,300,3
INS00553112,Avera Behavioral Health Center,110,80,110,1
INS00553114,Penn Institute for Rehabilitation Medicine,58,12,58,1
INS00553115,Mattel Childrens Hospital University of California Los Angeles,68,64,68,1
INS00553116,Betty H Cameron Womens and Childrens Hospital,149,65,149,1
INS00553118,Southwest Idaho Advanced Care Hospital,40,35,40,1
INS00553119,Kaiser Permanente Modesto Medical Center,140,65,140,1
INS00553120,Providence Park Hospital,200,70,200,1
INS00553121,"Physicians Medical Center, LLC",12,4,12,1
INS00553122,Minnesota Speciality Health system,16,12,16,1
INS00553124,Vibra Hospital,40,35,40,1
INS00553126,TrustPoint Hospital,35,30,35,1
INS00553164,Mills Peninsula Extended Care,75,42,45,1
INS00553226,Clarian Arnett Hospital,152,105,152,2
INS00553250,Pioneer Medical Center,25,12,25,1
INS00553260,Billings Clinic Psychiatric Center,44,32,44,1
INS00553262,Advanced Specialty Hospital of Toledo,40,20,40,1
INS00554492,Carson Tahoe Continuing Care Hospital,29,19,29,1
INS00554611,Dubuis Hospital of Texarkana South Campus,19,15,15,1
INS00554786,Lindner Center of Hope,64,64,64,1
INS00554802,Manteca Care and Rehabilitation Center,176,170,176,2
INS00554873,Mountain View Regional Hospital,23,20,23,1
INS00556231,Memorial Epworth Geropsych Institute,54,38,38,1
INS00557043,Midwest Surgical Hospital,19,8,10,1
INS00557435,Maison du Monde Living Center,128,110,128,2
INS00557440,Select Specialty Hospital Akron,66,32,66,1
INS00557520,Cobblestone Crossings Health Campus,99,68,99,1
INS00557521,Morrison Woods Health Campus,97,75,97,1
INS00557583,Pacific Care Nursing Center,99,97,99,1
INS00557586,Evergreen Health and Rehabilitation Center,96,90,96,1
INS00557587,The Pavilion,60,60,60,1
INS00557588,Summit Health and Rehabilitation Center,100,84,100,1
INS00557590,Sunrise Rehabilitation and Healthcare,140,117,140,2
INS00557591,Chapel Ridge Health and Rehabilitation,157,71,157,1
INS00557722,Integris Health Edmond,40,0,40,1
INS00557725,Village Hospital,44,30,44,1
INS00557726,Emory University Orthopaedics and Spine Hospital,120,90,120,1
INS00557733,Reliant Rehabilitation Hospital of Central Texas,75,72,75,1
INS00557750,Mount Sinai Kravis Childrens Hospital,98,43,98,1
INS00557751,North Quaker Hospital,71,37,71,1
INS00557752,Akron Childrens Hospital Mohaning Valley Beegly Campus,32,0,32,1
INS00557753,Backus Childrens Hospital at Memorial University Medical Center,95,64,95,1
INS00557754,Oregon Heart and Vascular Institute at Riverbend,72,72,72,1
INS00557755,Kindred Hospital The Palm Beaches,104,3,3,1
INS00557759,Apache Junction Hospital LLC,103,30,103,1
INS00557760,Saint Lukes Sugar Land Hospital,100,65,100,1
INS00559448,Caledonia Care and Rehab,50,46,50,1
INS00559505,Orthopedic Hospital,8,3,8,1
INS00559513,Apex Secure Care Brownfield,94,75,94,1
INS00559514,"Santa Cruz Skilled Nursing Center, Inc",198,145,198,2
INS00559605,Southern Specialty Rehab and Nursing Center,144,104,144,2
INS00559606,La Estancia Nursing and Rehabilitation,192,100,192,1
INS00559607,"Dove Health and Rehabilitation of Collierville, LLC",114,95,114,1
INS00559614,"Crown Health and Rehab of Natchez, LLC",58,55,58,1
INS00559615,"Oasis Health and Rehab of Yazoo City, LLC",180,170,180,2
INS00559681,Hidden Hills Health and Rehabilitation Center,108,73,108,1
INS00559685,Jaquith Nursing Home Madison Inn,85,76,85,1
INS00560990,First Street Hospital,14,5,14,1
INS00561007,GlobalRehab Dallas,42,42,42,1
INS00561047,Junes Touch of Kindness,5,5,5,1
INS00561413,Belle Fountain Nursing and Rehabilitation Center,92,52,92,1
INS00561578,Glenburnie Rehabilitation and Nursing Center,125,107,125,2
INS00562488,High Point Treatment Center,62,40,62,1
INS00563109,Goodwill Nursing and Rehabilitation,172,135,172,2
INS00564128,Iowa Medical and Classification,23,0,23,1
INS00564505,Good Shepherd Specialty Hospital at Rittenhouse,38,21,38,1
INS00564506,Loma Linda University Heart and Surgical Hospital,24,14,24,1
INS00564507,Stafford Hospital,100,50,60,1
INS00564508,Trillium Specialty Hospital West Valley,120,120,120,2
INS00564509,Saint Anthony Hospital,80,50,80,1
INS00564510,Trinity Hospitals,20,19,20,1
INS00564511,Select Specialty Hospital Harrisburg,38,22,38,1
INS00564513,Forest Park Medical Center,24,20,24,1
INS00564514,Phoebe Sumter Medical Center,76,40,76,1
INS00564515,Sociedad Pro Hospital del Nino,63,25,30,1
INS00564516,Memorial Hospital for Children,99,92,99,1
INS00564517,Memorial Hospital of Laramie County,16,12,16,1
INS00564518,MacDonald Womens Hospital,106,100,106,1
INS00564605,Shiloh Health and Rehabilitation,75,60,75,1
INS00564606,Saint Andrews Village LTC,58,48,58,1
INS00564607,Delaware Veterans Home,120,116,120,2
INS00564621,Advanced Health Care of Scottsdale,38,38,38,1
INS00564622,Fayetteville Veterans Home Avenue,108,75,95,1
INS00564623,"Ashton Place, LLC",77,55,77,1
INS00564639,Kulana Malama,30,29,30,1
INS00564640,"Avalon Care Center VA Hilo, LLC",95,87,95,1
INS00564656,Emeritus at Burr Ridge,30,26,30,1
INS00564657,Liberty Village of Peoria,50,45,50,1
INS00564672,"Phoenix Rehabilitation and Nursing Care, Inc",74,45,74,1
INS00564673,Assisi Healthcare of Clare Oaks,120,85,120,1
INS00564688,Florence Nursing Home,52,45,52,1
INS00564689,"Evansville Protestant Home, Inc",86,60,86,1
INS00564690,Oskaloosa Care Center,69,60,69,1
INS00564707,Family Health and Rehabilitation Center,72,70,72,1
INS00564722,The Plaza Health Services at Santa Marta,34,33,34,1
INS00564723,Iola Nursing Center,52,35,52,1
INS00564825,Chenal Heights Nursing and Rehabilitation,120,105,120,2
INS00564826,Walnut Grove Nursing and Rehabilitation Center,103,95,103,1
INS00564827,VI at Aventura,40,29,40,1
INS00564828,Prime Nursing and Rehabilitation Center,44,37,44,1
INS00564835,Regency on the Lake,108,90,108,1
INS00564836,"Royalton Manor, LLC",93,72,93,1
INS00564837,Hillcrest Senior Living,30,25,30,1
INS00564838,Landmark Nursing and Rehabilitation Center,80,77,80,1
INS00564839,Wisteria Gardens,52,50,52,1
INS00564841,"Bridgewood Health Care Center, LLC",162,155,162,2
INS00564843,ManorCare Health Services Voorhees,120,107,120,2
INS00564844,Fox Run at Orchard Park,50,39,50,1
INS00564849,ManorCare Health Services Parma,120,112,120,2
INS00564850,Larchwood Village Retirement Community,99,75,99,1
INS00564851,Avalon by Otterbein at Monclova,50,5,50,1
INS00564852,Huntington Woods Care and Rehabilitation Center,82,80,82,1
INS00564855,Senior Suites Healthcare,62,61,62,1
INS00564857,John Heinz Senior Rehabilitation Care,21,17,21,1
INS00564858,Skilled Care Center at Utz Terrace,40,40,40,1
INS00564859,Wellington Terrace,40,39,40,1
INS00564860,Summit Commons Skilled Nursing and Rehabilitation Center,130,126,130,2
INS00564861,Greenwood Regional Rehabilitation Hospital,46,29,46,1
INS00564862,The Ben Atchley State Veterans Home,140,137,140,2
INS00564863,"Gregg Home for the Aged, Inc",58,45,58,1
INS00564864,Querencia at Barton Creek,42,38,42,1
INS00564865,The Legacy at Willow Bend,60,58,60,1
INS00564866,Garnet Hill Rehabilitation and Skilled Care,128,100,128,1
INS00564867,Ridgeview Rehabilitation and Skilled Nursing,89,89,89,1
INS00564868,The Waterton Plaza,92,45,92,1
INS00564869,"Cornerstone Gardens, LLP",130,40,130,1
INS00564870,Tuscany Village,112,90,112,1
INS00564871,Aspen Ridge West Transitional Rehabilitation Center,38,38,38,1
INS00564872,Hazen Nursing Home,26,19,26,1
INS00564873,Manassas Health and Rehabilitation Center,120,117,120,2
INS00564874,Harbors Edge,33,14,33,1
INS00564876,Quincy Valley Medical Center Swing Bed Unit,25,20,25,1
INS00564879,Hopemont Hospital,98,88,98,1
INS00564881,Oakwood Village East Health and Rehabilitation Center,42,38,42,1
INS00564882,Brown County Community Treatment Center,63,63,63,1
INS00564885,Clara Baldwin Stocker Home,48,37,48,1
INS00564886,Vista del Sol Care Center,50,30,50,1
INS00564887,Oakland Springs Health Care Center,98,89,98,1
INS00564888,Duncanville Healthcare and Rehabilitation Center,124,80,124,1
INS00564889,The Heights of Atascosa,100,92,100,1
INS00564890,Huntington Health Care and Rehabilitation Center,112,90,112,1
INS00564891,Providence Park of Tyler,125,100,125,1
INS00564892,Harbor Lakes Plaza Nursing and Rehabilitation Center,142,84,142,1
INS00564893,Heritage House of Marshall Health and Rehabilitation,125,62,125,1
INS00564894,Millbrook Healthcare and Rehabilitation Center,124,75,124,1
INS00564895,Sundance Inn Health Center,128,109,128,2
INS00565005,Beaumont Childrens Hospital,98,69,98,1
INS00565006,Life Center Specialty Hospital,59,23,59,1
INS00565008,Sutter Rehabilitation Institute,40,0,40,1
INS00565012,"Altercare of Canal Winchester Post-Acute Rehabilitation Center, Inc",72,68,72,1
INS00565018,"Altercare of Hilliard Post-Acute Center, Inc",72,62,72,1
INS00565019,Saint Lukes Rehabilitation Hospital,35,25,35,1
INS00565097,Niswonger Childrens Hospital,69,0,69,1
INS00565100,Cancer Treatment Center of America at Western Regional Medical Center,24,10,24,1
INS00565101,Park Nicollet Melrose Institute,39,30,39,1
INS00565102,Gagnon Cardiovascular Institute,146,120,146,2
INS00565103,Maimomides Infants and Childrens Hospital,39,39,39,1
INS00565104,Henry Ford West Bloomfield Hospital,100,45,100,1
INS00565110,Reliant Rehabilitation Hospital of North Houston,60,55,60,1
INS00565111,Rolling Hills Hospital,80,64,80,1
INS00565112,Childrens Hospital of Illinois at OSF Saint Francis Medical Center,127,98,127,1
INS00565113,Cardiovascular Institute at Beth Israel Deaconess Medical Center,66,48,66,1
INS00565114,Carolinas Rehabilitation Mount Holly,40,25,40,1
INS00565118,Sanford Childrens Hospital,146,57,146,1
INS00565131,UCSF Childrens Hospital and Center for Mothers and Newborns,177,0,177,2
INS00565192,Bethesda Rehabilitation Hospital,14,5,14,1
INS00565193,Oceans Behavioral Hospital of Lake Charles,20,15,20,1
INS00565194,The Neuromedical Center Rehabilitation Hospital,27,20,20,1
INS00565195,Lafayette Physical Rehabilitation Hospital,32,26,32,1
INS00565196,Columbia Center,17,3,17,1
INS00565643,Penn State Hershey Rehabilitation Hospital,54,27,54,1
INS00565644,Idaho Doctors Hospital,8,4,8,1
INS00565645,Oceans Behavioral Hospital of Kentwood,16,11,16,1
INS00565647,Oakland Regional Hospital,71,36,71,1
INS00565648,"Magnolia Behavioral Healthcare, LLC",30,12,30,1
INS00566089,Rehabilitation Hospital of Wisconsin,40,32,40,1
INS00566118,Select Specialty Hospital,44,26,44,1
INS00566174,American Senior Communities,50,30,50,1
INS00566292,Oceans Behavioral Hospital of Deridder,20,15,20,1
INS00566294,Jennings Senior Care Hospital,16,10,16,1
INS00566295,Beacon Behavioral Hospital,24,24,24,1
INS00566296,Genesis Behavioral Hospital,18,11,18,1
INS00566297,Compass Behavioral Center of Crowley,18,12,18,1
INS00566298,Oceans Behavioral Hospital Baton Rouge,20,16,20,1
INS00566300,Allegiance Behavioral Health Center of Ruston,14,12,14,1
INS00566301,Sheltering Arms Physical Rehabilitation Hospital,28,22,28,1
INS00566302,Doctors Hospital Providence,12,8,12,1
INS00566343,Behavioral Hospital of Bellaire,70,40,52,1
INS00569411,Saint Josephs Bluffs,100,65,100,1
INS00569483,Paoli Health and Living Community,109,80,109,1
INS00569484,Ministry Saint Josephs Childrens Hospital,32,25,32,1
INS00569488,Massachusetts General Hospital for Children,71,59,71,1
INS00569489,North Carolina Childrens Hospital,140,125,140,2
INS00569490,Childrens Hospital at Greenville Hospital System,44,35,44,1
INS00569492,Avera Childrens Hospital,110,0,110,2
INS00569493,Saint Marys Childrens Hospital,51,23,51,1
INS00569494,West Virginia University Healthcare,91,70,91,1
INS00569495,The Childrens Hospital at Saint Francis,148,134,148,2
INS00569496,University of California Davis Childrens Hospital,100,96,100,1
INS00569497,"Mission Health System, Inc",84,60,76,1
INS00569498,Chris Evert Childrens Hospital,158,117,135,2
INS00569499,Saint Johns Childrens Hospital,152,88,152,1
INS00569500,McGovern-Davison Childrens Health Center,178,160,178,2
INS00569501,Our Lady of the Lake Childrens Hospital,96,46,96,1
INS00569503,University of Maryland Hospital for Children,96,91,96,1
INS00569506,Cardon Childrens Medical Center,128,69,128,1
INS00569507,TMC for Children,107,64,107,1
INS00569512,The Joseph M Sanzari Childrens Hospital at Hackensack University Medical Center,89,80,89,1
INS00569517,Christus Schumpert Sutton Childrens Medical Center,78,0,78,1
INS00569520,Blair E Batson Hospital for Children,130,109,112,2
INS00569524,The Childrens Hospital at Providence,111,96,111,1
INS00569525,Childrens Medical Center of Tampa General Hospital,103,78,84,1
INS00569526,Saint Johns Childrens Hospital,40,14,40,1
INS00569528,Johns Hopkins Childrens Center,205,164,205,2
INS00569530,Oceanview Health and Rehabilitation Center,134,93,134,1
INS00569538,Childrens Medical Center at Winthrop University Hospital,57,1,57,1
INS00569541,Mercy Childrens Hospital Saint Louis,169,60,169,1
INS00569543,The Childrens Hospital at Monmouth Medical Center,48,41,48,1
INS00569544,Memorial Childrens Hospital,40,30,40,1
INS00569545,Masternick Memorial Health Care Center,100,56,100,1
INS00569548,The Childrens Hospital at Northwest Texas Healthcare System,33,15,33,1
INS00569555,The Childrens Hospital at Providence,88,35,88,1
INS00569569,American Family Childrens Hospital,61,40,61,1
INS00569574,Walt Disney Pavilion at Florida Hospital for Children,148,136,148,2
INS00569576,VCU Childrens Medical Center,69,0,69,1
INS00569586,OHSU Doernbecher Childrens Hospital,151,120,127,2
INS00569673,Sanctuary at Wilmington Place,63,51,63,1
INS00570789,Avalon by Otterbein at Atrium,50,40,50,1
INS00570840,Arizona Pioneers Home,156,105,156,2
INS00570891,Carillon Nursing and Rehabilitation Center,315,305,315,4
INS00571091,GlobalRehab Hospital Fort Worth,40,36,40,1
INS00571137,"The Woodland, Inc",115,107,115,2
INS00571146,Hospitality House,65,65,65,1
INS00571897,Lubbock County Hospital District,45,24,45,1
INS00571898,West Chester Medical Center,162,50,126,1
INS00571899,Methodist Stone Oak Hospital,87,37,87,1
INS00571901,Sutter Surgical Hospital North Valley,14,5,14,1
INS00571902,The Childrens Hospital at Saint Peters,48,26,48,1
INS00571903,"Landmark Hospital of Athens, LLC",51,12,51,1
INS00571906,Lutheran Childrens Hospital,60,13,60,1
INS00571913,Wiser Hospital for Women and Infants,160,138,140,2
INS00571914,BCA Permian Basin Behavioral Hospital,64,42,64,1
INS00571915,Willowbrooke at Tanner,52,30,52,1
INS00571916,Evergreen Court,30,30,30,1
INS00571917,Saint Catherines West Rehabilitation Hospital,40,32,40,1
INS00571918,Wallace R Conerly Critical Care Hospital,70,69,69,1
INS00572357,Continuing Care Hospital at Saint Lukes,24,13,17,1
INS00572358,CHRISTUS Santa Rosa Hospital Westover Hills,150,35,70,1
INS00572581,Louisiana War Veterans Home,161,122,147,2
INS00572924,Willowbrooke Court at Magnolia Trace,105,58,105,1
INS00572925,Vi at Grayhawk,36,36,36,1
INS00572926,Sonora at Splendido,36,25,36,1
INS00572928,The Suites at Holly Creek Care Center,24,23,24,1
INS00572929,"Eastlake Rehab and Care Center, LLC",120,110,120,2
INS00572930,Florida Baptist Retirement Center,24,20,24,1
INS00572931,Lumber City Nursing and Rehabilitation Center,86,79,86,1
INS00572932,Southeast Georgia Health System Senior Care Center,200,150,200,2
INS00572933,Life Care Center of Post Falls,120,90,120,1
INS00572934,Shawnee Rose Care Center,68,41,68,1
INS00572938,"Jennings Terrace, Inc",60,54,60,1
INS00572939,Villas of Guerin Woods,20,19,20,1
INS00572940,The Terrace at Solarbron,39,39,39,1
INS00572941,ManorCare Health Services Utica Ridge,120,66,66,1
INS00572942,Americare,43,30,43,1
INS00572943,Seashore Point and Wellness Rehabilitation,41,35,41,1
INS00572944,Renaissance Gardens at Linden Ponds,132,109,132,2
INS00572945,Hickory Ridge of Temperance,74,65,74,1
INS00572946,Oakwood Bone and Joint Institute Skilled Rehabilitation Center,14,12,14,1
INS00572947,Thief River Care Center,60,55,60,1
INS00572948,Martha Coker Green House Home,60,57,60,1
INS00572949,The Villages of Saint Peters,120,72,120,1
INS00572951,Nye Legacy Health and Rehabilitation Center,110,97,110,1
INS00572953,Princeton Care Center,119,111,119,2
INS00572954,Seashore Gardens Living Center,151,137,151,2
INS00572955,Rose Garden Nursing and Rehabilitation Center,124,118,124,2
INS00572956,Wedgwood Gardens Care Center,151,127,151,2
INS00572957,Peak Resources of Charlotte,129,93,129,1
INS00572958,White Stone A Masonic and Eastern Star Community,68,65,68,1
INS00572959,Twin Lakes Community Memory Care,16,16,16,1
INS00572960,Edwin Shaw Rehabilitation Institute,38,35,38,1
INS00572961,Oak Hills Nursing and Rehabilitation Center,70,65,70,1
INS00572962,Victory Park Nursing Home,55,51,55,1
INS00572964,Laurels of Toledo Skilled Nursing and Rehabilitation,93,88,93,1
INS00572965,The Laurels of Steubenville,94,90,94,1
INS00572966,Triple Creek Retirement Community,80,75,80,1
INS00572967,Pine Grove Healthcare Center,67,57,67,1
INS00572968,Avalon by Otterbein at Springboro,50,49,50,1
INS00572969,Autumn at the Lake,50,48,50,1
INS00572970,Mill Creek Nursing and Rehabilitation,63,55,63,1
INS00572971,Keystone Pointe Health and Rehabilitation,121,115,121,2
INS00572972,Westlake Village Care Center,60,59,60,1
INS00572974,Fox Subacute at Mechanicsburg,22,22,22,1
INS00572976,Southwestern Veterans Center,236,236,236,3
INS00572977,Summit Hills Skilled Nursing Facility,33,27,33,1
INS00572978,"Rainbow Health and Rehab of Memphis, LLC",112,96,112,1
INS00572979,"Fortress Health and Rehab of Rock Prairie, LLC",120,110,120,2
INS00572980,Jefferson Nursing and Rehabilitation Center,120,80,120,1
INS00572981,College Park Rehabilitation and Care Center,120,112,120,2
INS00572982,Summer Place Nursing and Rehabilitation,132,100,132,1
INS00572983,"The Dallas Center of Rehabilitation, LLC",136,95,136,1
INS00572984,Senior Care of Hewitt,140,80,140,1
INS00572985,Stonehenge of Orem,36,30,36,1
INS00572986,Rocky Mountain Care Riverton,40,32,40,1
INS00572987,"Dinwiddie Healthcare, LLC",60,55,56,1
INS00572988,Sequim Health and Rehabilitation,100,94,100,1
INS00572989,North Central Health Care,263,248,263,3
INS00572993,West Janisch Health Care Center,116,82,116,1
INS00572994,Quentin Mease Community Hospital,24,18,24,1
INS00572995,Autumn Leaves Nursing and Rehabilitation,125,116,125,2
INS00572996,"Cambridge Long Term Care Partners, Inc",114,0,114,2
INS00572997,Kissito Post Acute Care Island,125,90,125,1
INS00572998,The Grace Care Center of Katy,130,115,130,2
INS00572999,Park Valley Inn Health Center,128,110,128,2
INS00573000,Rolling Meadows,83,50,83,1
INS00573001,Cedar Bayou Rehabilitation and Health Care Center,125,114,125,2
INS00573002,Reliant Rehabilitation Hospital Central Texas,25,24,25,1
INS00573004,The Colonnades at Reflection Bay,180,162,180,2
INS00573005,Grace Care Center of Cypress,125,85,85,1
INS00573006,Senior Care Health and Rehabilitation Center,124,98,124,1
INS00573763,Community Care Center of Clarendon,61,52,61,1
INS00573768,The Village of Lebanon,54,50,54,1
INS00573779,Specialty Hospital at Kimball,25,15,25,1
INS00573855,Brunswick Hospital Center,124,110,124,2
INS00574084,Kentuckiana Medical Center,48,18,48,1
INS00574193,Ohio Valley Medical Center,24,8,24,1
INS00574465,Winder Health Care and Rehabilitation Center,163,140,163,2
INS00575883,Lathrop Home,39,36,39,1
INS00575979,"NHC Place at Cool Springs, LLC",180,162,180,2
INS00577171,Childrens Medical Center at Legacy,72,60,72,1
INS00577200,"Congregational Home, Inc",84,75,84,1
INS00577824,Florida Hospital at Connerton,50,36,50,1
INS00577989,Lutheran Musculoskeletal Center,44,44,44,1
INS00578043,Hill Country Crisis Stabilization Unit,16,13,16,1
INS00578306,Greater Peoria Specialty Hospital,50,38,50,1
INS00578307,Haven Behavioral Senior Care of North Denver,40,40,40,1
INS00578308,North Carolina Cancer Hospital,50,27,50,1
INS00578313,Norton Brownsboro Hospital,127,60,127,1
INS00578316,Continuing Care Hospital,13,9,13,1
INS00578326,"Hospital San Antonio, Inc",79,70,79,1
INS00578332,Carolinas Hospital System Cedar View Behavioral Health,42,27,42,1
INS00578334,Carolinas Rehabilitation Hospital,42,32,42,1
INS00578390,Upstate Golisano Childrens Hospital,61,51,53,1
INS00578391,"Professional Hospital Guaynabo, Inc",202,25,54,1
INS00578392,Muskogee Community Hospital,45,18,19,1
INS00578398,Story County Hospital,17,9,17,1
INS00578399,The Heart Hospital Network Northwest Health System,49,39,49,1
INS00578410,Saint Lukes Lakeside Hospital,30,21,30,1
INS00578504,Cedar View Behavioral Health,12,10,12,1
INS00578550,Craig Ranch Hospital,24,12,24,1
INS00578631,Texas Regional Medical Center at Sunnyvale,78,25,78,1
INS00579464,Legacy Health and Rehabilitation of Pleasant Grove,130,125,130,2
INS00579554,CareMeridian,6,6,6,1
INS00579555,CareMeridian,31,10,31,1
INS00579806,HealthSouth East Valley Rehabilitation Hospital,60,45,45,1
INS00579919,Parkview Home,30,28,30,1
INS00580455,Physicians Specialty Hospital,21,21,21,1
INS00580457,Crystal Cove Care Center,96,84,96,1
INS00580459,Casa De Oro Care and Rehabilitation Center,158,140,158,2
INS00580473,Pinnacle Point Nursing and Rehabilitation,109,100,109,1
INS00580539,Saint Vincent Doctors Hospital,23,14,16,1
INS00580559,HealthPlex Specialty Hospital,152,0,152,2
INS00580608,Indiana Behavioral Care Center,23,17,21,1
INS00581700,Kate Dishman Rehabilitation Hospital,27,20,27,1
INS00581884,"Promise Hospital of Ascension, Inc",54,48,48,1
INS00581905,Reliant Rehabilitation Hospital,30,25,30,1
INS00582194,Windhaven Psychiatric Hospital,16,12,16,1
INS00582284,"Sistemas Integrados de Salud Del Sur Oeste, Inc",391,70,107,1
INS00582513,Central Virginia Hospital Restorative for Rehabilitative Care,36,26,36,1
INS00582525,Atrium Medical Center,68,45,68,1
INS00582536,"Oglethorpe, Inc",66,65,66,1
INS00582538,Meridian Gero Psychiatry Hospital,20,16,20,1
INS00582539,HealthSouth Rehabilitation Hospital of Manati,40,32,32,1
INS00582542,Spring Mountain Sahara,30,25,30,1
INS00582543,Roosevelt Warm Springs Long Term Acute Care Hospital,32,10,32,1
INS00582544,Saint Lukes Total Joint Rehabilitation Managed by Brooks,19,19,19,1
INS00582545,River Crest Specialty Hospital,30,16,30,1
INS00582550,Sierra Providence East Medical Center,110,105,110,2
INS00582551,Oceans Behavioral Hospital of Opelousas,20,16,20,1
INS00582633,Inpatient Rehabilitation Center at Hillcrest,54,40,54,1
INS00582636,Ohio State Rehabilitation Services at Dodd Hall,60,48,60,1
INS00583434,"Aspire Behavioral Health of Conroe, LLC",30,5,30,1
INS00583456,Blue Mountain Hospital,11,4,11,1
INS00583853,Peak View Behavorial Health,92,70,92,1
INS00583898,The Reading Hospital for Post Acute Rehabilitation,110,95,110,1
INS00584225,Shands at The University of Florida Cancer Hospital,192,192,192,2
INS00584238,AnMed Health Womens and Childrens Hospital,72,31,72,1
INS00584300,UPMC Institute for Rehabilitation and Research at UPMC Mercy,76,65,76,1
INS00584302,UPMC Horizon Hospital,12,6,12,1
INS00584345,UPMC Institute for Rehabilitation and Research at UPMC McKeesport,24,19,24,1
INS00584349,UPMC Institute for Rehabilitation and Research at UPMC Northwest,9,8,9,1
INS00584350,UPMC Institute for Rehabilitation and Research at UPMC Passavant McCandless,12,12,12,1
INS00584351,UPMC Institute for Rehabilitation and Research at UPMC Saint Margaret,16,14,16,1
INS00584520,UPMC Institute for Rehabilitation and Research at UPMC Montefiore,20,20,20,1
INS00584634,Psychiatric Research Institute,40,37,40,1
INS00584637,Psychiatric Research Institue Northwest,28,10,18,1
INS00584737,Bethesda Heart Institute,39,15,39,1
INS00584739,Western Maryland Regional Medical Center,285,193,206,2
INS00584740,Unity Health Center Rehabilitation,12,12,12,1
INS00584745,Gladys Spellman Specialty Hospital and Nursing Center,107,80,107,1
INS00584749,Saint Davids North Austin Medical Center,136,95,136,1
INS00584751,"Kindred Development 17, LLC",60,15,60,1
INS00584753,Johnston Medical Center Clayton,5,0,5,1
INS00584754,Seton Medical Center Hays,112,0,112,2
INS00584757,Kaiser Permanente Vacaville Medical Center,64,64,64,1
INS00584760,Methodist West Hospital,95,38,95,1
INS00584775,Childrens Subacute Center,34,29,34,1
INS00584776,Oceans Behavioral Hospital of Greater New Orleans,18,16,18,1
INS00584781,Riverton Hospital,97,13,97,1
INS00584782,Bryant T Aldridge Rehabilitation Center,23,19,23,1
INS00584806,Providence Sacred Heart Childrens Hospital,172,92,172,1
INS00584808,Oceans Behavioral Hospital of Alexandria,24,18,24,1
INS00584812,Baptist Hospital and Baptist Medical Center,96,89,96,1
INS00584813,Maple Grove Hospital,90,68,90,1
INS00584841,The El Camino Womens Hospital,80,30,80,1
INS00585027,Williams Inpatient Psychiatric Unit,18,16,18,1
INS00585028,SSM Rehab at Saint Joseph Health Center,20,15,20,1
INS00586824,Acadia Rehabilitation Hospital,16,8,16,1
INS00587195,Sanctuary at Holy Cross,120,107,120,2
INS00587196,Sanctuary at Holy Cross,145,139,145,2
INS00587245,South Texas Surgical Hospital,33,8,22,1
INS00587521,CrossRoads Care Center,107,89,107,1
INS00587756,Mount Washington Pediatric Hospital,15,11,15,1
INS00587757,Carilion New River Valley Medical Center,36,20,36,1
INS00587837,Avalon Health Center at StoneRidge,40,36,40,1
INS00587864,Solara Hospital McAllen,25,20,25,1
INS00587985,Saint Joseph Rehabilitation Institute,40,20,40,1
INS00588856,Mineral Point Care Center,53,32,53,1
INS00589068,Springwoods Behavioral Health,80,60,60,1
INS00589139,Delaware Valley Veterans Home,171,171,171,2
INS00589248,Global Rehab Hospital San Antonio,42,30,42,1
INS00589418,"Ashton Place Health and Rehab, LLC",134,80,80,1
INS00589419,"Camden Place Health and Rehab, LLC",135,125,135,2
INS00589420,Avalon Care Center Ogden VA,120,60,120,1
INS00589914,Agape Rehabilitation of Conway,72,50,72,1
INS00590090,Trininty Village Medical Center,80,59,80,1
INS00590091,Grace Pointe Continuing Care Senior Campus,53,50,53,1
INS00590092,The Watermark at East Hill,34,31,34,1
INS00590093,Newark Manor Nursing Home,66,65,66,1
INS00590094,Villa Maria West Skilled Nursing Facility,20,18,20,1
INS00590095,Quinn Meadows Rehabilitation and Care Center,41,36,41,1
