Donate ID,Donate Date,Gender,Deposit Amount,Preferred Color of Device,Ice Cream Products Consumed Per Week,Favorite Flavor Of Ice Cream,Donated To Kick Starter Before,Household Income,Do you own a Keurig,How many desserts do you eat a week,Purchased
7483,07-07-19,male,315,no preference,0,no preference,yes,Not Reported,yes,7,0
7484,07-07-19,female,180,silver,8,vanilla,yes,<100K,yes,8,1
7485,07-07-19,female,103,red,2,no preference,yes,<100K,yes,4,0
7486,07-07-19,male,169,black,6,specialty,yes,>100K,yes,6,1
7487,07-07-19,male,146,blue,3,specialty,yes,Not Reported,no,6,0
7488,07-07-19,female,385,white,2,no preference,yes,<100K,yes,2,1
7489,07-07-19,male,257,white,6,no preference,yes,>100K,yes,6,1
7490,07-07-19,male,227,red,6,vanilla,yes,Not Reported,no,8,1
7491,07-07-19,female,150,red,1,swirl,yes,<100K,yes,4,1
7492,07-07-19,male,261,silver,4,chocolate,yes,>100K,yes,4,1
7493,07-07-19,male,197,white,2,no preference,yes,>100K,yes,3,0
7494,07-07-19,male,232,silver,5,swirl,yes,Not Reported,no,5,1
7495,07-07-19,male,380,red,0,swirl,yes,Not Reported,yes,6,1
7496,07-07-19,male,333,silver,2,no preference,yes,Not Reported,no,7,1
7497,07-07-19,male,243,silver,3,no preference,yes,>100K,yes,3,1
7498,07-07-19,male,126,red,3,specialty,yes,Not Reported,yes,5,0
7499,07-07-19,male,158,black,10,vanilla,yes,Not Reported,yes,10,1
7500,07-07-19,male,237,red,3,specialty,yes,>100K,yes,3,1
7501,07-07-19,male,113,red,0,vanilla,yes,Not Reported,no,8,1
7502,07-07-19,female,260,red,8,specialty,yes,<100K,no,8,1
7503,07-07-19,male,364,no preference,10,no preference,yes,Not Reported,no,10,0
7504,07-07-19,male,264,blue,3,vanilla,yes,>100K,yes,3,1
7505,07-07-19,male,210,no preference,7,vanilla,yes,Not Reported,no,7,0
7506,07-07-19,male,192,black,9,no preference,yes,>100K,yes,9,1
7507,07-07-19,female,382,silver,3,vanilla,yes,<100K,yes,7,1
7508,07-07-19,male,388,white,6,chocolate,yes,>100K,yes,6,1
7509,07-07-19,male,205,no preference,4,no preference,yes,>100K,yes,4,1
7510,07-07-19,male,298,white,3,no preference,yes,>100K,yes,3,1
7511,07-07-19,female,119,black,2,vanilla,yes,<100K,yes,2,0
7512,07-07-19,male,100,blue,4,specialty,yes,>100K,yes,4,1
7513,07-07-19,female,381,white,2,chocolate,yes,<100K,yes,2,1
7514,07-07-19,male,386,no preference,6,swirl,yes,>100K,yes,6,1
7515,07-07-19,male,360,blue,7,no preference,yes,>100K,yes,7,1
7516,07-07-19,male,176,blue,6,vanilla,yes,Not Reported,yes,6,1
7517,07-07-19,male,164,no preference,8,specialty,yes,Not Reported,yes,8,0
7518,07-07-19,male,390,red,8,no preference,yes,>100K,yes,8,1
7519,07-07-19,female,193,blue,5,no preference,yes,<100K,no,8,0
7520,07-07-19,male,288,silver,2,swirl,yes,>100K,yes,2,1
7521,07-07-19,male,213,red,5,specialty,yes,>100K,yes,5,1
7522,07-07-19,female,152,red,6,swirl,yes,<100K,yes,6,0
7523,07-07-19,female,145,red,8,specialty,yes,<100K,yes,8,1
7524,07-07-19,male,274,no preference,0,specialty,yes,>100K,yes,1,1
7525,07-07-19,female,308,black,7,vanilla,yes,<100K,yes,8,1
7526,07-07-19,male,318,white,6,no preference,yes,Not Reported,yes,7,1
7527,07-07-19,male,126,blue,1,no preference,yes,Not Reported,yes,8,0
7528,07-07-19,male,322,white,3,vanilla,yes,Not Reported,yes,5,1
7529,07-07-19,female,396,no preference,7,no preference,yes,<100K,yes,7,0
7530,07-07-19,male,377,no preference,4,specialty,yes,Not Reported,yes,5,0
7531,07-07-19,male,359,white,10,no preference,yes,>100K,yes,10,1
7532,07-07-19,male,102,blue,1,swirl,yes,>100K,yes,3,1
7533,07-07-19,female,131,silver,9,chocolate,yes,<100K,yes,9,1
7534,07-07-19,female,132,silver,1,vanilla,yes,<100K,no,8,1
7535,07-07-19,male,281,black,0,chocolate,yes,Not Reported,yes,6,1
7536,07-07-19,male,139,blue,4,chocolate,yes,>100K,yes,4,1
7537,07-07-19,male,225,red,7,specialty,yes,>100K,yes,7,1
7538,07-07-19,female,329,blue,1,chocolate,yes,<100K,no,8,1
7539,07-07-19,female,393,silver,6,swirl,yes,<100K,yes,6,1
7540,07-07-19,male,178,silver,4,swirl,yes,>100K,yes,4,1
7541,07-07-19,male,319,black,8,swirl,yes,>100K,yes,8,1
7542,07-07-19,female,387,black,3,specialty,yes,<100K,yes,3,1
7543,07-07-19,male,163,blue,2,swirl,yes,>100K,yes,2,1
7544,07-07-19,male,231,white,4,vanilla,yes,Not Reported,no,8,1
7545,07-07-19,male,392,black,3,no preference,yes,Not Reported,no,4,1
7546,07-07-19,male,201,white,10,chocolate,yes,Not Reported,yes,10,1
7547,07-07-19,female,375,silver,2,no preference,yes,<100K,no,7,1
7548,07-07-19,male,320,no preference,9,no preference,yes,Not Reported,yes,9,0
7549,07-07-19,male,294,black,3,swirl,yes,Not Reported,yes,6,1
7550,07-07-19,male,211,silver,0,specialty,yes,>100K,yes,0,1
7551,07-07-19,female,334,blue,10,vanilla,yes,<100K,yes,10,1
7552,07-07-19,male,356,silver,9,chocolate,yes,Not Reported,yes,9,1
7553,07-07-19,male,336,blue,5,vanilla,yes,>100K,yes,5,1
7554,07-07-19,male,322,no preference,1,specialty,yes,Not Reported,yes,4,0
7555,07-07-19,male,293,no preference,10,specialty,yes,Not Reported,yes,10,0
7556,07-07-19,female,259,white,9,chocolate,yes,<100K,yes,9,1
7557,07-07-19,female,338,white,7,no preference,yes,<100K,yes,7,1
7558,07-07-19,female,163,blue,7,chocolate,yes,<100K,yes,7,1
7559,07-07-19,female,317,no preference,9,specialty,yes,<100K,yes,9,0
7560,07-07-19,male,183,blue,6,chocolate,yes,Not Reported,no,8,1
7561,07-07-19,male,190,no preference,0,specialty,yes,>100K,yes,3,0
7562,07-07-19,female,385,silver,6,swirl,yes,<100K,yes,6,1
7563,07-07-19,female,230,blue,10,no preference,yes,<100K,yes,10,1
7564,07-07-19,female,221,silver,1,vanilla,yes,<100K,yes,8,1
7565,07-07-19,female,372,no preference,7,no preference,yes,<100K,yes,7,0
7566,07-07-19,male,386,no preference,0,swirl,yes,Not Reported,yes,7,0
7567,07-07-19,male,242,white,3,swirl,yes,>100K,yes,3,1
7568,07-07-19,female,270,no preference,4,specialty,yes,<100K,yes,4,0
7569,07-07-19,female,265,no preference,6,swirl,yes,<100K,yes,8,0
7570,07-07-19,male,201,silver,9,no preference,yes,Not Reported,yes,9,1
7571,07-07-19,male,139,blue,8,chocolate,yes,Not Reported,no,8,1
7572,07-07-19,male,139,no preference,4,swirl,yes,Not Reported,yes,5,0
7573,07-07-19,female,126,black,3,vanilla,yes,<100K,yes,3,1
7574,07-07-19,male,327,black,2,swirl,yes,Not Reported,yes,7,1
7575,07-07-19,male,299,silver,7,swirl,yes,Not Reported,yes,7,1
7576,07-07-19,male,209,red,9,swirl,yes,Not Reported,yes,9,1
7577,07-07-19,female,365,silver,8,no preference,yes,<100K,yes,8,1
7578,07-07-19,male,241,silver,3,swirl,yes,Not Reported,yes,7,1
7579,07-07-19,female,312,silver,1,swirl,yes,<100K,yes,3,1
7580,07-07-19,female,282,no preference,5,specialty,yes,<100K,yes,7,0
7581,07-07-19,male,214,white,10,chocolate,yes,>100K,yes,10,1
7582,07-07-19,male,382,no preference,9,specialty,yes,Not Reported,yes,9,0
7583,07-07-19,female,384,white,3,swirl,yes,<100K,no,5,1
7584,07-07-19,female,284,red,0,specialty,yes,<100K,no,6,1
7585,07-07-19,male,329,black,4,chocolate,yes,Not Reported,yes,6,1
7586,07-07-19,male,289,blue,4,specialty,yes,Not Reported,yes,5,1
7587,07-07-19,male,148,blue,8,no preference,yes,Not Reported,yes,8,1
7588,07-07-19,male,361,white,4,no preference,yes,Not Reported,yes,5,1
7589,07-07-19,male,159,silver,8,no preference,yes,>100K,yes,8,1
7590,07-07-19,male,400,white,10,specialty,yes,Not Reported,yes,10,1
7591,07-07-19,male,129,white,2,swirl,yes,Not Reported,yes,5,1
7592,07-07-19,female,320,silver,10,chocolate,yes,<100K,yes,10,1
7593,07-07-19,female,159,silver,2,chocolate,yes,<100K,no,6,1
7594,07-07-19,male,190,white,3,swirl,yes,Not Reported,yes,6,0
7595,07-07-19,male,199,no preference,2,swirl,yes,>100K,yes,2,1
7596,07-07-19,male,400,white,2,vanilla,yes,Not Reported,yes,4,1
7597,07-07-19,male,103,no preference,0,no preference,yes,Not Reported,yes,5,0
7598,07-07-19,female,391,silver,0,vanilla,yes,<100K,no,5,1
7599,07-07-19,female,350,blue,9,vanilla,yes,<100K,yes,9,1
7600,07-07-19,male,177,blue,7,specialty,yes,>100K,yes,7,1
7601,07-07-19,male,218,red,10,no preference,yes,Not Reported,yes,10,1
7602,07-07-19,male,185,silver,8,specialty,yes,Not Reported,yes,8,1
7603,07-07-19,male,123,white,2,chocolate,yes,Not Reported,yes,8,1
7604,07-07-19,female,347,no preference,8,vanilla,yes,<100K,yes,8,0
7605,07-07-19,female,389,white,10,no preference,yes,<100K,yes,10,1
7606,07-07-19,female,342,no preference,3,swirl,yes,<100K,yes,3,0
7607,07-07-19,male,277,blue,8,no preference,yes,Not Reported,yes,8,1
7608,07-07-19,female,303,no preference,9,vanilla,yes,<100K,yes,9,0
7609,07-07-19,male,245,blue,7,swirl,yes,>100K,yes,7,1
7610,07-07-19,male,244,white,10,no preference,yes,Not Reported,no,10,1
7611,07-07-19,male,149,red,3,swirl,yes,>100K,yes,3,0
7612,07-07-19,male,296,silver,7,swirl,yes,Not Reported,yes,7,1
7613,07-07-19,male,264,white,8,swirl,yes,>100K,yes,8,1
7614,07-07-19,male,210,red,4,vanilla,yes,>100K,yes,4,1
7615,07-07-19,male,113,red,9,no preference,yes,Not Reported,no,9,1
7616,07-07-19,female,251,blue,10,swirl,yes,<100K,yes,10,1
7617,07-07-19,male,226,no preference,4,no preference,yes,Not Reported,no,6,0
7618,07-07-19,male,309,black,8,no preference,yes,>100K,yes,8,1
7619,07-07-19,female,303,red,3,vanilla,yes,<100K,no,5,1
7620,07-07-19,male,247,blue,5,chocolate,yes,Not Reported,no,5,1
7621,07-07-19,male,100,red,10,chocolate,yes,Not Reported,yes,10,1
7622,07-07-19,male,193,blue,8,no preference,yes,Not Reported,no,8,1
7623,07-07-19,male,188,silver,0,chocolate,yes,>100K,yes,3,1
7624,07-07-19,male,185,no preference,2,no preference,yes,Not Reported,no,4,0
7625,07-07-19,male,142,no preference,2,no preference,yes,Not Reported,no,5,0
7626,07-07-19,female,359,white,2,specialty,yes,<100K,yes,2,1
7627,07-07-19,male,147,black,6,no preference,yes,Not Reported,yes,6,0
7628,07-07-19,male,328,white,5,vanilla,yes,>100K,yes,5,1
7629,07-07-19,male,157,silver,7,vanilla,yes,Not Reported,no,7,0
7630,07-07-19,female,146,blue,10,vanilla,yes,<100K,yes,10,1
7631,07-07-19,male,221,no preference,2,swirl,yes,Not Reported,no,5,0
7632,07-07-19,female,335,black,2,vanilla,yes,<100K,yes,6,1
7633,07-07-19,male,343,white,6,vanilla,yes,>100K,yes,6,1
7634,07-07-19,male,209,black,10,no preference,yes,Not Reported,yes,10,1
7635,07-07-19,male,286,blue,7,no preference,yes,>100K,yes,7,1
7636,07-07-19,male,269,white,10,chocolate,yes,Not Reported,yes,10,1
7637,07-07-19,male,328,no preference,1,no preference,yes,Not Reported,no,8,0
7638,07-07-19,female,148,blue,2,vanilla,yes,<100K,yes,7,1
7639,07-07-19,male,152,no preference,3,vanilla,yes,>100K,yes,3,1
7640,07-07-19,male,239,white,9,specialty,yes,>100K,yes,9,1
7641,07-07-19,male,164,black,9,vanilla,yes,>100K,yes,9,1
7642,07-07-19,female,399,silver,5,no preference,yes,<100K,yes,5,1
7643,07-07-19,male,151,blue,6,no preference,yes,Not Reported,yes,8,0
7644,07-07-19,male,368,black,8,vanilla,yes,Not Reported,yes,8,1
7645,07-07-19,male,269,silver,9,chocolate,yes,>100K,yes,9,1
7646,07-07-19,male,242,no preference,4,swirl,yes,Not Reported,yes,6,0
7647,07-07-19,female,165,black,3,swirl,yes,<100K,no,8,1
7648,07-07-19,male,117,blue,3,vanilla,yes,>100K,yes,3,1
7649,07-07-19,female,298,white,8,chocolate,yes,<100K,yes,8,1
7650,07-07-19,female,285,red,7,swirl,yes,<100K,no,7,1
7651,07-07-19,female,304,red,1,vanilla,yes,<100K,no,8,1
7652,07-07-19,male,336,no preference,2,swirl,yes,Not Reported,no,6,0
7653,07-07-19,male,390,red,9,specialty,yes,Not Reported,no,9,1
7654,07-07-19,male,187,no preference,7,swirl,yes,Not Reported,yes,7,0
7655,07-07-19,male,299,silver,5,specialty,yes,>100K,yes,5,1
7656,07-07-19,female,366,white,0,chocolate,yes,<100K,yes,4,1
7657,07-07-19,female,220,red,6,vanilla,yes,<100K,no,7,1
7658,07-07-19,male,241,silver,1,no preference,yes,Not Reported,yes,6,1
7659,07-07-19,female,210,blue,2,specialty,yes,<100K,yes,7,1
7660,07-07-19,female,191,black,10,chocolate,yes,<100K,yes,10,1
7661,07-07-19,male,227,silver,1,no preference,yes,>100K,yes,1,1
7662,07-07-19,male,354,red,8,chocolate,yes,>100K,yes,8,1
7663,07-07-19,female,285,black,5,vanilla,yes,<100K,yes,5,1
7664,07-07-19,female,310,black,8,vanilla,yes,<100K,yes,8,1
7665,07-07-19,male,106,white,0,specialty,yes,Not Reported,yes,6,0
7666,07-07-19,female,273,black,10,vanilla,yes,<100K,yes,10,1
7667,07-07-19,female,184,blue,3,chocolate,yes,<100K,no,4,1
7668,07-07-19,male,189,white,4,no preference,yes,Not Reported,yes,4,0
7669,07-07-19,male,297,blue,1,chocolate,yes,Not Reported,yes,8,1
7670,07-07-19,female,191,black,8,swirl,yes,<100K,no,8,1
7671,07-07-19,male,256,silver,7,no preference,yes,Not Reported,no,7,1
7672,07-07-19,female,107,red,10,specialty,yes,<100K,yes,10,1
7673,07-07-19,male,126,red,4,specialty,yes,Not Reported,no,6,0
7674,07-07-19,female,333,black,4,vanilla,yes,<100K,yes,4,1
7675,07-07-19,male,158,white,6,specialty,yes,>100K,yes,6,0
7676,07-07-19,male,346,black,9,no preference,yes,>100K,yes,9,1
7677,07-07-19,male,362,black,4,vanilla,yes,>100K,yes,4,1
7678,07-07-19,female,361,no preference,0,chocolate,yes,<100K,no,5,0
7679,07-07-19,male,260,black,8,specialty,yes,>100K,yes,8,1
7680,07-07-19,male,164,no preference,1,specialty,yes,Not Reported,yes,5,0
7681,07-07-19,male,362,no preference,9,specialty,yes,Not Reported,yes,9,0
7682,07-07-19,male,310,silver,6,specialty,yes,Not Reported,yes,6,1
7683,07-07-19,male,225,red,3,specialty,yes,>100K,yes,3,1
7684,07-07-19,male,258,silver,4,no preference,yes,Not Reported,no,8,1
7685,07-07-19,male,322,white,1,vanilla,yes,Not Reported,no,7,1
7686,07-07-19,male,172,blue,8,specialty,yes,>100K,yes,8,1
7687,07-07-19,male,207,silver,4,vanilla,yes,>100K,yes,4,1
7688,07-07-19,male,195,red,7,no preference,yes,Not Reported,yes,7,0
7689,07-07-19,male,236,blue,6,no preference,yes,Not Reported,yes,7,1
7690,07-07-19,male,257,red,0,swirl,yes,Not Reported,yes,6,1
7691,07-07-19,female,223,red,8,chocolate,yes,<100K,no,8,1
7692,07-07-19,male,201,blue,6,swirl,yes,Not Reported,yes,8,1
7693,07-07-19,female,341,black,0,chocolate,yes,<100K,yes,0,1
7694,07-07-19,male,136,no preference,0,no preference,yes,>100K,yes,0,0
7695,07-07-19,male,197,white,0,specialty,yes,Not Reported,yes,7,0
7696,07-07-19,male,306,no preference,0,swirl,yes,Not Reported,yes,8,0
7697,07-07-19,male,130,red,1,vanilla,yes,>100K,yes,1,0
7698,07-07-19,male,308,black,10,vanilla,yes,>100K,yes,10,1
7699,07-07-19,male,105,red,9,specialty,yes,Not Reported,yes,9,1
7700,07-07-19,male,320,red,0,specialty,yes,>100K,yes,2,1
7701,07-07-19,male,325,white,10,no preference,yes,Not Reported,no,10,1
7702,07-07-19,female,165,white,9,specialty,yes,<100K,yes,9,1
7703,07-07-19,male,126,blue,3,swirl,yes,Not Reported,yes,6,1
7704,07-07-19,female,220,silver,0,specialty,yes,<100K,yes,7,1
7705,07-07-19,female,189,red,4,specialty,yes,<100K,yes,4,1
7706,07-07-19,female,322,white,8,chocolate,yes,<100K,yes,8,1
7707,07-07-19,female,296,black,0,chocolate,yes,<100K,no,8,1
7708,07-07-19,male,333,black,10,specialty,yes,Not Reported,yes,10,1
7709,07-07-19,male,200,red,8,swirl,yes,Not Reported,yes,8,1
7710,07-07-19,female,186,red,3,no preference,yes,<100K,yes,4,0
7711,07-07-19,female,141,white,8,chocolate,yes,<100K,yes,8,1
7712,07-07-19,female,222,red,9,specialty,yes,<100K,yes,9,1
7713,07-07-19,female,267,white,4,vanilla,yes,<100K,yes,4,1
7714,07-07-19,female,263,black,4,swirl,yes,<100K,yes,8,1
7715,07-07-19,female,171,no preference,3,chocolate,yes,<100K,no,8,0
7716,07-07-19,male,121,red,10,no preference,yes,Not Reported,yes,10,1
7717,07-07-19,male,361,black,1,swirl,yes,Not Reported,no,6,1
7718,07-07-19,male,315,no preference,8,vanilla,yes,Not Reported,yes,8,0
7719,07-07-19,female,319,red,5,specialty,yes,<100K,yes,5,1
7720,07-07-19,female,376,red,6,specialty,yes,<100K,yes,6,1
7721,07-07-19,female,301,blue,5,vanilla,yes,<100K,yes,5,1
7722,07-07-19,male,383,blue,4,chocolate,yes,Not Reported,yes,5,1
7723,07-07-19,male,339,blue,0,chocolate,yes,Not Reported,yes,5,1
7724,07-07-19,female,391,no preference,5,chocolate,yes,<100K,yes,5,0
7725,07-07-19,female,146,white,2,specialty,yes,<100K,yes,7,0
7726,07-07-19,female,143,silver,4,swirl,yes,<100K,yes,4,1
7727,07-07-19,male,309,blue,9,no preference,yes,>100K,yes,9,1
7728,07-07-19,male,150,blue,9,vanilla,yes,Not Reported,yes,9,1
7729,07-07-19,female,125,blue,6,no preference,yes,<100K,yes,6,0
7730,07-07-19,female,306,red,5,specialty,yes,<100K,yes,5,1
7731,07-07-19,male,350,black,1,specialty,yes,Not Reported,no,8,1
7732,07-07-19,male,323,silver,6,swirl,yes,Not Reported,no,6,1
7733,07-07-19,female,296,no preference,6,no preference,yes,<100K,no,7,0
7734,07-07-19,female,343,blue,3,specialty,yes,<100K,yes,3,1
7735,07-07-19,female,199,no preference,2,no preference,yes,<100K,yes,8,0
7736,07-07-19,male,172,red,3,no preference,yes,Not Reported,yes,4,0
7737,07-07-19,female,266,black,0,specialty,yes,<100K,yes,4,1
7738,07-07-19,female,223,black,6,no preference,yes,<100K,yes,6,1
7739,07-07-19,female,367,no preference,4,chocolate,yes,<100K,yes,4,0
7740,07-07-19,female,161,blue,4,swirl,yes,<100K,yes,4,1
7741,07-07-19,female,321,blue,6,swirl,yes,<100K,no,6,1
7742,07-07-19,female,120,red,10,specialty,yes,<100K,yes,10,1
7743,07-07-19,male,181,black,9,no preference,yes,Not Reported,yes,9,1
7744,07-07-19,female,249,silver,0,vanilla,yes,<100K,yes,1,1
7745,07-07-19,female,281,blue,10,chocolate,yes,<100K,yes,10,1
7746,07-07-19,male,208,black,5,vanilla,yes,Not Reported,yes,6,1
7747,07-07-19,male,268,red,1,chocolate,yes,>100K,yes,1,1
7748,07-07-19,male,280,silver,6,specialty,yes,Not Reported,no,6,1
7749,07-07-19,female,176,black,9,vanilla,yes,<100K,yes,9,1
7750,07-07-19,male,309,red,7,swirl,yes,Not Reported,yes,8,1
7751,07-07-19,male,332,white,0,specialty,yes,>100K,yes,3,1
7752,07-07-19,female,285,blue,3,swirl,yes,<100K,yes,3,1
7753,07-07-19,male,350,no preference,5,no preference,yes,>100K,yes,5,1
7754,07-07-19,female,268,black,4,swirl,yes,<100K,yes,7,1
7755,07-07-19,male,319,white,9,chocolate,yes,>100K,yes,9,1
7756,07-07-19,male,336,white,4,vanilla,yes,Not Reported,no,8,1
7757,07-07-19,male,174,white,5,specialty,yes,Not Reported,yes,8,1
7758,07-07-19,male,345,silver,2,vanilla,yes,Not Reported,yes,4,1
7759,07-07-19,female,282,blue,0,no preference,yes,<100K,yes,7,1
7760,07-07-19,female,133,black,4,swirl,yes,<100K,yes,4,0
7761,07-07-19,female,210,black,0,specialty,yes,<100K,yes,7,1
7762,07-07-19,female,270,white,1,vanilla,yes,<100K,yes,2,1
7763,07-07-19,female,228,silver,10,swirl,yes,<100K,yes,10,1
7764,07-07-19,female,280,blue,2,swirl,yes,<100K,yes,4,1
7765,07-07-19,female,255,silver,1,vanilla,yes,<100K,yes,1,1
7766,07-07-19,male,132,silver,8,swirl,yes,Not Reported,yes,8,1
7767,07-07-19,female,115,black,7,no preference,yes,<100K,no,7,0
7768,07-07-19,male,242,no preference,3,specialty,yes,Not Reported,yes,8,0
7769,07-07-19,female,377,silver,9,vanilla,yes,<100K,yes,9,1
7770,07-07-19,female,348,silver,6,chocolate,yes,<100K,yes,8,1
7771,07-07-19,female,245,no preference,4,swirl,yes,<100K,no,5,0
7772,07-07-19,male,280,white,5,swirl,yes,Not Reported,yes,5,1
7773,07-07-19,female,136,red,2,vanilla,yes,<100K,yes,7,1
7774,07-07-19,male,129,red,7,specialty,yes,Not Reported,yes,7,0
7775,07-07-19,female,178,silver,7,chocolate,yes,<100K,yes,7,1
7776,07-07-19,female,192,silver,5,swirl,yes,<100K,yes,5,1
7777,07-07-19,female,190,red,5,specialty,yes,<100K,yes,5,1
7778,07-07-19,female,260,silver,0,specialty,yes,<100K,yes,3,1
7779,07-07-19,female,165,white,6,vanilla,yes,<100K,yes,6,1
7780,07-07-19,male,155,no preference,5,swirl,yes,Not Reported,yes,5,0
7781,07-07-19,female,290,blue,1,swirl,yes,<100K,yes,1,1
7782,07-07-19,female,389,silver,2,specialty,yes,<100K,no,7,1
7783,07-07-19,male,255,no preference,2,specialty,yes,>100K,yes,2,1
7784,07-07-19,male,359,white,10,no preference,yes,Not Reported,yes,10,1
7785,07-07-19,male,250,silver,4,no preference,yes,>100K,yes,4,1
7786,07-07-19,male,237,red,3,specialty,yes,Not Reported,no,7,1
7787,07-07-19,male,174,red,10,no preference,yes,Not Reported,no,10,1
7788,07-07-19,male,194,silver,2,chocolate,yes,Not Reported,no,7,1
7789,07-07-19,female,224,black,3,vanilla,yes,<100K,yes,3,1
7790,07-07-19,male,263,silver,4,specialty,yes,Not Reported,yes,6,1
7791,07-07-19,female,341,red,3,swirl,yes,<100K,yes,3,1
7792,07-07-19,female,212,black,6,swirl,yes,<100K,yes,6,1
7793,07-07-19,female,378,white,1,chocolate,yes,<100K,yes,5,1
7794,07-07-19,female,326,black,5,specialty,yes,<100K,yes,5,1
7795,07-07-19,male,369,black,3,specialty,yes,>100K,yes,3,1
7796,07-07-19,female,131,no preference,1,vanilla,yes,<100K,yes,6,0
7797,07-07-19,female,247,silver,2,no preference,yes,<100K,yes,2,1
7798,07-07-19,male,258,black,8,no preference,yes,Not Reported,yes,8,1
7799,07-07-19,female,384,blue,5,specialty,yes,<100K,yes,7,1
7800,07-07-19,male,400,black,4,swirl,yes,Not Reported,yes,7,1
7801,07-07-19,female,372,red,1,no preference,yes,<100K,yes,1,1
7802,07-07-19,female,347,no preference,2,vanilla,yes,<100K,yes,6,0
7803,07-07-19,female,295,black,8,no preference,yes,<100K,yes,8,1
7804,07-07-19,female,116,blue,10,specialty,yes,<100K,no,10,1
7805,07-07-19,female,261,black,2,no preference,yes,<100K,yes,5,1
7806,07-07-19,female,371,blue,1,vanilla,yes,<100K,no,6,1
7807,07-07-19,female,164,no preference,1,specialty,yes,<100K,yes,1,0
7808,07-07-19,female,283,white,8,vanilla,yes,<100K,no,8,1
7809,07-07-19,female,228,silver,7,swirl,yes,<100K,yes,7,1
7810,07-07-19,female,385,no preference,8,no preference,yes,<100K,yes,8,0
7811,07-07-19,female,345,black,7,chocolate,yes,<100K,no,7,1
7812,07-07-19,male,115,black,4,vanilla,yes,Not Reported,no,4,0
7813,07-07-19,male,187,white,4,no preference,yes,Not Reported,no,7,0
7814,07-07-19,male,230,silver,2,no preference,yes,>100K,yes,2,1
7815,07-07-19,female,148,black,4,no preference,yes,<100K,yes,5,0
7816,07-07-19,female,342,blue,4,no preference,yes,<100K,no,8,1
7817,07-07-19,male,399,silver,2,vanilla,yes,>100K,yes,3,1
7818,07-07-19,female,272,white,2,no preference,yes,<100K,yes,2,1
7819,07-07-19,female,137,white,4,vanilla,yes,<100K,yes,4,1
7820,07-07-19,female,122,red,10,swirl,yes,<100K,yes,10,1
7821,07-07-19,female,398,black,5,specialty,yes,<100K,yes,7,1
7822,07-07-19,female,193,no preference,9,vanilla,yes,<100K,yes,9,0
7823,07-07-19,female,152,blue,3,swirl,yes,<100K,yes,3,0
7824,07-07-19,male,392,blue,5,swirl,yes,Not Reported,yes,5,1
7825,07-07-19,female,145,black,3,no preference,yes,<100K,yes,4,0
7826,07-07-19,male,159,no preference,3,no preference,yes,Not Reported,yes,5,0
7827,07-07-19,male,208,red,7,swirl,yes,>100K,yes,7,1
7828,07-07-19,female,192,silver,1,specialty,yes,<100K,yes,4,0
7829,07-07-19,female,389,red,2,no preference,yes,<100K,yes,4,1
7830,07-07-19,female,268,white,8,specialty,yes,<100K,yes,8,1
7831,07-07-19,male,208,blue,6,vanilla,yes,>100K,yes,6,1
7832,07-07-19,male,152,silver,8,no preference,yes,Not Reported,yes,8,1
7833,07-07-19,female,235,black,10,vanilla,yes,<100K,yes,10,1
7834,07-07-19,female,249,silver,5,swirl,yes,<100K,yes,8,1
7835,07-07-19,male,101,silver,3,specialty,yes,Not Reported,yes,4,0
7836,07-07-19,female,344,no preference,0,vanilla,yes,<100K,yes,4,0
7837,07-07-19,female,107,black,2,vanilla,yes,<100K,yes,2,0
7838,07-07-19,female,166,no preference,3,swirl,yes,<100K,yes,4,0
7839,07-07-19,female,160,black,9,swirl,yes,<100K,yes,9,1
7840,07-07-19,male,270,silver,7,specialty,yes,Not Reported,no,7,1
7841,07-07-19,female,393,blue,5,specialty,yes,<100K,no,8,1
7842,07-07-19,female,220,white,5,specialty,yes,<100K,yes,7,1
7843,07-07-19,male,296,black,3,vanilla,yes,Not Reported,yes,5,1
7844,07-07-19,male,152,black,8,no preference,yes,Not Reported,no,8,1
7845,07-07-19,male,337,blue,9,chocolate,yes,Not Reported,yes,9,1
7846,07-07-19,female,326,no preference,0,vanilla,yes,<100K,no,4,0
7847,07-07-19,female,317,no preference,1,specialty,yes,<100K,no,7,0
7848,07-07-19,male,201,white,2,chocolate,yes,Not Reported,yes,5,1
7849,07-07-19,male,110,red,5,chocolate,yes,Not Reported,yes,6,1
7850,07-07-19,male,224,silver,2,no preference,yes,Not Reported,no,5,1
7851,07-07-19,female,187,white,9,no preference,yes,<100K,yes,9,1
7852,07-07-19,female,168,white,8,swirl,yes,<100K,no,8,1
7853,07-07-19,female,356,black,0,no preference,yes,<100K,yes,1,1
7854,07-07-19,male,359,blue,8,chocolate,yes,Not Reported,no,8,1
7855,07-07-19,male,321,red,4,swirl,yes,Not Reported,no,8,1
7856,07-07-19,female,213,silver,7,chocolate,yes,<100K,yes,7,1
7857,07-07-19,male,316,no preference,1,vanilla,yes,Not Reported,yes,8,0
7858,07-07-19,female,361,blue,6,vanilla,yes,<100K,yes,6,1
7859,07-07-19,female,159,black,0,chocolate,yes,<100K,yes,0,1
7860,07-07-19,male,376,silver,0,no preference,yes,>100K,yes,2,1
7861,07-07-19,female,367,red,9,swirl,yes,<100K,no,9,1
7862,07-07-19,male,169,black,2,specialty,yes,>100K,yes,2,0
