Location,Year,FuelType,Transmission,Owner,Efficiency,Engine_cc,Seats,Km,Price
Kolkata,2016,Gasoline,Manual,First,22.7,796,5,"24,300","$3,426 "
Delhi,2015,Gasoline,Manual,First,20.9,1197,5,"24,296","$6,528 "
Kochi,2018,Gasoline,Manual,First,18.2,1196,5,"24,237","$9,406 "
Kochi,2017,Gasoline,Manual,Second,25.2,799,5,"24,214","$4,858 "
Coimbatore,2017,Diesel,Manual,Second,22.5,1396,5,"24,153","$12,888 "
Kolkata,2013,Gasoline,Manual,First,24.7,796,5,"24,027","$2,822 "
Hyderabad,2016,Gasoline,Manual,First,18.2,1198,6,"24,025","$5,756 "
Coimbatore,2019,Diesel,Automatic,First,12.8,1999,7,"24,013","$78,815 "
Ahmedabad,2017,Gasoline,Manual,First,20.4,1197,5,"24,005","$8,704 "
Mumbai,2016,Gasoline,Manual,First,18.6,1197,5,"24,001","$8,072 "
Jaipur,2017,Diesel,Manual,First,28.4,1248,5,"24,000","$11,512 "
Hyderabad,2017,Diesel,Manual,First,27.4,1248,5,"24,000","$11,793 "
Delhi,2014,Diesel,Manual,First,25.2,1248,5,"24,000","$7,314 "
Mumbai,2017,Gasoline,Manual,First,25.2,799,5,"24,000","$4,914 "
Mumbai,2016,Gasoline,Manual,First,25.2,799,5,"24,000","$4,352 "
Mumbai,2016,Gasoline,Manual,First,24.7,796,5,"24,000","$3,931 "
Pune,2018,Gasoline,Manual,First,19.7,1198,5,"24,000","$5,616 "
Pune,2018,Diesel,Automatic,First,18.9,1995,5,"24,000","$39,309 "
Mumbai,2017,Diesel,Automatic,First,17.9,2143,5,"24,000","$65,913 "
Bangalore,2014,Diesel,Automatic,First,17.1,1968,5,"24,000","$35,098 "
Mumbai,2013,Gasoline,Automatic,First,17,1591,5,"24,000","$8,353 "
Chennai,2011,Gasoline,Manual,First,17,1197,5,"24,000","$5,967 "
Kolkata,2013,Gasoline,Manual,First,16.5,1198,5,"24,000","$4,142 "
Mumbai,2017,Gasoline,Automatic,First,14.3,1598,5,"24,000","$12,284 "
Mumbai,2014,Gasoline,Manual,First,13.7,1997,5,"24,000","$16,159 "
Kolkata,2010,Gasoline,Automatic,First,10.6,2996,5,"24,000","$12,284 "
Kolkata,2012,Gasoline,Manual,Second,17,1591,5,"24,000","$8,704 "
Delhi,2015,Diesel,Automatic,Second,15.7,1999,5,"24,000","$47,031 "
Bangalore,2016,Diesel,Manual,First,28.1,1248,5,"23,988","$10,880 "
Kochi,2017,Gasoline,Manual,First,18.2,1196,5,"23,977","$7,553 "
Coimbatore,2019,Gasoline,Manual,First,17.4,1497,5,"23,882","$16,664 "
Kochi,2015,Gasoline,Manual,First,24.1,998,5,"23,876","$4,858 "
Coimbatore,2018,Gasoline,Automatic,First,13,1591,5,"23,875","$20,160 "
Kolkata,2014,Gasoline,Manual,First,20.5,998,5,"23,840","$4,212 "
Kochi,2017,Diesel,Automatic,First,22.7,1995,5,"23,806","$47,255 "
Kochi,2018,Gasoline,Manual,First,21.4,1197,5,"23,714","$9,224 "
Mumbai,2017,CNG,Manual,First,17.5,1373,7,"23,700","$11,582 "
Pune,2013,Gasoline,Automatic,First,14.8,1598,5,"23,627","$6,669 "
Pune,2012,Diesel,Manual,First,23.2,1248,5,"23,598","$4,942 "
Coimbatore,2017,Gasoline,Automatic,First,18.9,1197,5,"23,576","$9,940 "
Mumbai,2016,Gasoline,Manual,First,22,1197,5,"23,555","$7,160 "
Coimbatore,2017,Diesel,Automatic,First,19.3,2143,5,"23,550","$47,255 "
Coimbatore,2017,Gasoline,Manual,First,18.9,1197,5,"23,540","$8,451 "
Pune,2014,Gasoline,Manual,Second,17.6,1193,5,"23,500","$5,475 "
Jaipur,2017,Gasoline,Manual,First,21.1,814,5,"23,360","$5,265 "
Mumbai,2013,Gasoline,Automatic,First,11.1,2894,4,"23,312","$56,858 "
Chennai,2016,Gasoline,Manual,First,18.7,1199,5,"23,280","$9,125 "
Coimbatore,2017,Gasoline,Automatic,First,19.2,2487,5,"23,249","$36,656 "
Hyderabad,2017,Gasoline,Manual,First,14.4,1396,5,"23,228","$6,318 "
Coimbatore,2016,Diesel,Automatic,First,15.3,2143,5,"23,218","$64,032 "
Coimbatore,2017,Gasoline,Manual,First,15.3,1591,5,"23,163","$16,889 "
Coimbatore,2019,Diesel,Manual,First,23,1498,5,"23,154","$16,355 "
Coimbatore,2018,Diesel,Automatic,First,19.3,2143,5,"23,152","$55,061 "
Mumbai,2012,Gasoline,Manual,First,15.6,1196,5,"23,152","$3,355 "
Coimbatore,2017,Diesel,Automatic,First,17.9,2143,5,"23,106","$38,509 "
Mumbai,2015,Gasoline,Manual,First,15,1598,5,"23,001","$7,707 "
Pune,2016,Diesel,Manual,First,26.6,1248,5,"23,000","$9,898 "
Chennai,2015,Diesel,Manual,First,25.2,1248,5,"23,000","$9,125 "
Chennai,2014,Diesel,Manual,First,24.5,1498,7,"23,000","$9,687 "
Mumbai,2013,Diesel,Manual,First,21.1,1498,5,"23,000","$6,949 "
Delhi,2017,Diesel,Automatic,First,20.7,1995,5,"23,000","$40,362 "
Mumbai,2015,Diesel,Automatic,First,19.3,1968,5,"23,000","$22,111 "
Ahmedabad,2015,Gasoline,Manual,First,19.1,1197,5,"23,000","$6,879 "
Jaipur,2017,Gasoline,Manual,First,18.9,1197,5,"23,000","$6,318 "
Mumbai,2014,Diesel,Automatic,First,18.9,1995,5,"23,000","$27,938 "
Bangalore,2015,Gasoline,Manual,First,18.7,1199,5,"23,000","$7,862 "
Mumbai,2010,Gasoline,Manual,First,18.2,1061,5,"23,000","$2,667 "
Chennai,2015,Gasoline,Manual,First,17.4,1497,5,"23,000","$9,827 "
Kolkata,2014,Gasoline,Manual,First,17.3,1497,7,"23,000","$5,967 "
Kolkata,2015,Gasoline,Manual,First,16.8,796,5,"23,000","$2,106 "
Mumbai,2017,Diesel,Automatic,First,16,2179,7,"23,000","$21,760 "
Mumbai,2015,Gasoline,Automatic,First,15.6,1499,5,"23,000","$9,547 "
Delhi,2016,Gasoline,Automatic,First,13.7,1991,5,"23,000","$35,098 "
Mumbai,2013,Gasoline,Automatic,First,11.1,2894,4,"23,000","$51,944 "
Hyderabad,2016,Gasoline,Automatic,First,13,1591,5,"22,982","$15,373 "
Kochi,2018,Gasoline,Automatic,First,18,1497,5,"22,974","$16,805 "
Delhi,2018,Gasoline,Manual,First,21.4,1197,5,"22,900","$9,827 "
Coimbatore,2017,Gasoline,Manual,First,15.1,1196,5,"22,874","$6,233 "
Hyderabad,2017,Gasoline,Manual,First,16.2,1199,5,"22,857","$9,687 "
Coimbatore,2017,Gasoline,Manual,First,18.9,1197,5,"22,831","$8,690 "
Coimbatore,2016,Gasoline,Manual,First,18.5,1197,5,"22,767","$8,620 "
Coimbatore,2018,Gasoline,Manual,First,16.5,1198,5,"22,734","$10,571 "
Coimbatore,2016,Gasoline,Automatic,First,18.1,3498,2,"22,732","$77,973 "
Pune,2016,Gasoline,Manual,First,18.7,1199,5,"22,700","$7,792 "
Mumbai,2017,Gasoline,Manual,First,18.9,999,5,"22,695","$11,933 "
Coimbatore,2018,Gasoline,Manual,First,18.6,1197,5,"22,684","$10,950 "
Coimbatore,2017,Gasoline,Automatic,First,18.9,1197,5,"22,526","$10,670 "
Hyderabad,2017,Gasoline,Manual,First,18.9,1197,5,"22,500","$8,409 "
Coimbatore,2017,Diesel,Automatic,First,22,1498,5,"22,440","$12,481 "
Coimbatore,2018,Gasoline,Automatic,First,11.5,2996,5,"22,397","$99,663 "
Coimbatore,2017,Gasoline,Manual,First,17,1198,5,"22,389","$10,150 "
Mumbai,2018,Gasoline,Manual,First,20.3,1199,5,"22,345","$6,949 "
Kochi,2019,Gasoline,Automatic,First,18,1497,5,"22,321","$16,370 "
Delhi,2014,Diesel,Manual,First,20.8,1248,7,"22,281","$9,125 "
Coimbatore,2017,Diesel,Manual,First,18.5,1493,7,"22,251","$12,284 "
Delhi,2016,Gasoline,Manual,First,18.9,1197,5,"22,129","$5,967 "
Mumbai,2014,Gasoline,Manual,First,19.4,1198,5,"22,100","$4,984 "
Jaipur,2009,Gasoline,Manual,Second,16.1,796,4,"22,100","$1,123 "
Coimbatore,2018,Diesel,Automatic,First,18.5,1968,5,"22,060","$45,950 "
Coimbatore,2017,Diesel,Manual,First,25.3,1198,6,"22,033","$7,834 "
Mumbai,2015,CNG,Manual,First,26.6,998,5,"22,001","$5,124 "
Hyderabad,2017,Diesel,Manual,First,26.6,1248,5,"22,000","$11,161 "
Delhi,2016,Diesel,Manual,First,24.3,1248,5,"22,000","$11,582 "
Hyderabad,2017,Gasoline,Manual,First,23.8,1199,5,"22,000","$6,739 "
Kolkata,2013,Diesel,Manual,First,23.4,1248,5,"22,000","$6,318 "
Pune,2013,Gasoline,Manual,First,21.1,814,5,"22,000","$3,650 "
Kolkata,2016,Diesel,Manual,First,20.1,1498,5,"22,000","$8,831 "
Kolkata,2013,Diesel,Manual,First,20,1399,5,"22,000","$3,159 "
Ahmedabad,2016,Diesel,Automatic,First,19.5,1582,5,"22,000","$22,462 "
Delhi,2016,Gasoline,Manual,First,18.9,998,5,"22,000","$5,194 "
Jaipur,2016,Gasoline,Manual,First,18.9,1197,5,"22,000","$5,967 "
Mumbai,2017,Gasoline,Manual,First,18.9,999,5,"22,000","$11,021 "
Mumbai,2015,Gasoline,Manual,First,18.5,1198,5,"22,000","$5,545 "
Kolkata,2012,Diesel,Automatic,First,17.1,1995,5,"22,000","$16,145 "
Mumbai,2015,Gasoline,Manual,First,16.5,1198,5,"22,000","$6,669 "
Kolkata,2014,Gasoline,Manual,First,16.5,1198,5,"22,000","$5,770 "
Kolkata,2015,Gasoline,Manual,First,16.5,1198,5,"22,000","$5,335 "
Jaipur,2017,Diesel,Manual,First,16,2179,7,"22,000","$22,462 "
Delhi,2018,Gasoline,Automatic,First,15.3,1798,5,"22,000","$58,262 "
Kolkata,2012,Diesel,Automatic,First,14.8,2143,5,"22,000","$19,655 "
Mumbai,2017,Diesel,Manual,First,13.7,2393,8,"22,000","$23,164 "
Delhi,2017,Diesel,Automatic,First,12.8,2179,5,"22,000","$49,137 "
Delhi,2017,Diesel,Automatic,Second,20.4,1968,5,"22,000","$31,588 "
Kolkata,2013,Diesel,Automatic,First,18.9,1995,5,"21,983","$23,164 "
Coimbatore,2015,Diesel,Automatic,First,17.1,1968,5,"21,979","$32,922 "
Kochi,2017,Gasoline,Manual,First,25.2,799,5,"21,954","$5,194 "
Kochi,2018,Diesel,Automatic,First,21.8,1995,5,"21,936","$53,236 "
Hyderabad,2017,Gasoline,Manual,First,17,1497,5,"21,800","$12,284 "
Kochi,2017,Gasoline,Manual,First,23.1,998,5,"21,799","$7,174 "
Coimbatore,2017,Diesel,Manual,First,24.3,1248,5,"21,789","$13,871 "
Kolkata,2016,Gasoline,Manual,First,18.7,1199,5,"21,771","$6,949 "
Coimbatore,2017,Gasoline,Manual,First,18.2,1196,5,"21,740","$9,013 "
Pune,2014,Gasoline,Manual,First,15.6,1196,5,"21,727","$4,703 "
Kochi,2019,Diesel,Automatic,First,12.9,2755,7,"21,719","$46,511 "
Delhi,2014,Gasoline,Manual,First,23.1,998,5,"21,701","$4,745 "
Kochi,2018,Gasoline,Automatic,First,21.4,1197,5,"21,684","$11,077 "
Kochi,2015,Gasoline,Manual,First,22.7,796,5,"21,652","$4,226 "
Kochi,2018,Diesel,Automatic,First,13,2987,5,"21,603","$98,484 "
Hyderabad,2016,Gasoline,Automatic,First,23.1,998,5,"21,600","$6,528 "
Pune,2016,Diesel,Manual,First,24.3,1248,5,"21,558","$12,495 "
Coimbatore,2016,Gasoline,Manual,First,19.1,1197,5,"21,495","$8,648 "
Kochi,2018,Gasoline,Automatic,First,14.3,1598,5,"21,488","$13,646 "
Kolkata,2016,Gasoline,Manual,First,17,1497,5,"21,460","$8,423 "
Kochi,2016,Gasoline,Manual,First,20.4,1197,5,"21,456","$6,388 "
Kolkata,2015,Gasoline,Manual,First,15.6,1196,5,"21,400","$5,616 "
Coimbatore,2017,Gasoline,Automatic,First,13,1591,5,"21,363","$18,939 "
Kochi,2018,Gasoline,Automatic,First,13,4951,4,"21,290","$79,742 "
Hyderabad,2017,Gasoline,Manual,First,14,796,5,"21,260","$4,071 "
Kochi,2017,Diesel,Manual,First,24.3,1248,5,"21,248","$13,253 "
Coimbatore,2019,Gasoline,Manual,First,15.4,1598,5,"21,214","$13,562 "
Coimbatore,2019,Gasoline,Manual,First,18.6,1197,5,"21,134","$12,326 "
Kochi,2019,CNG,Manual,First,15.1,1196,5,"21,112","$7,553 "
Kochi,2016,Gasoline,Automatic,First,17.4,1998,4,"21,110","$40,643 "
Pune,2013,Gasoline,Manual,First,17.1,1591,5,"21,107","$7,370 "
Ahmedabad,2010,Gasoline,Manual,First,22.5,998,5,"21,002","$3,861 "
Mumbai,2014,Gasoline,Manual,First,23.1,998,5,"21,000","$5,265 "
Chennai,2015,Gasoline,Manual,First,22.7,796,5,"21,000","$3,917 "
Bangalore,2017,Diesel,Automatic,First,21.8,1995,5,"21,000","$49,137 "
Delhi,2016,Gasoline,Manual,First,21.4,1197,5,"21,000","$8,718 "
Kolkata,2013,Gasoline,Manual,First,20.4,1197,5,"21,000","$3,299 "
Mumbai,2014,Gasoline,Manual,First,19.5,1199,5,"21,000","$6,669 "
Hyderabad,2017,Diesel,Automatic,First,19.3,1999,5,"21,000","$73,003 "
Mumbai,2009,Gasoline,Automatic,First,19.2,1197,5,"21,000","$3,650 "
Pune,2016,Gasoline,Automatic,First,19,1199,5,"21,000","$8,915 "
Hyderabad,2016,Gasoline,Automatic,First,18.9,1197,5,"21,000","$8,704 "
Bangalore,2014,Gasoline,Automatic,First,18.9,1197,5,"21,000","$7,581 "
Kolkata,2016,Gasoline,Manual,First,18.9,1197,5,"21,000","$5,265 "
Pune,2015,Gasoline,Manual,First,18.9,1197,5,"21,000","$5,265 "
Pune,2016,Gasoline,Manual,First,18.6,1197,5,"21,000","$8,845 "
Delhi,2015,Gasoline,Manual,First,18.6,1197,5,"21,000","$6,879 "
Mumbai,2016,Diesel,Automatic,First,17.9,2143,5,"21,000","$78,619 "
Mumbai,2013,Gasoline,Automatic,First,17.4,1998,4,"21,000","$30,184 "
Bangalore,2014,Diesel,Automatic,First,17.1,1968,5,"21,000","$34,396 "
Chennai,2016,Diesel,Automatic,First,17.1,1995,5,"21,000","$46,329 "
Chennai,2013,Gasoline,Automatic,First,17,1197,5,"21,000","$5,559 "
Mumbai,2013,Gasoline,Manual,First,16.8,1395,5,"21,000","$12,284 "
Delhi,2017,Diesel,Automatic,First,16,2179,7,"21,000","$23,164 "
Ahmedabad,2016,Gasoline,Manual,First,15.8,1591,5,"21,000","$15,303 "
Hyderabad,2013,Diesel,Automatic,First,14.8,2143,5,"21,000","$32,992 "
Delhi,2017,Gasoline,Automatic,First,14.3,1798,5,"21,000","$25,270 "
Mumbai,2016,Diesel,Automatic,First,13,2143,5,"21,000","$50,541 "
Bangalore,2015,Diesel,Automatic,First,12.1,2967,7,"21,000","$67,387 "
Kolkata,2011,Gasoline,Manual,Second,18,995,5,"21,000","$1,334 "
Delhi,2013,Diesel,Automatic,Second,17.5,2993,4,"21,000","$61,772 "
Chennai,2017,Diesel,Automatic,Second,16,2993,5,"21,000","$77,215 "
Mumbai,2013,Gasoline,Automatic,Second,14.4,1598,5,"21,000","$6,247 "
Bangalore,2015,Diesel,Automatic,Second,12.1,2967,7,"21,000","$73,705 "
Coimbatore,2017,Diesel,Automatic,First,17.9,2143,5,"20,969","$39,127 "
Coimbatore,2016,Diesel,Automatic,First,14.7,2993,5,"20,967","$62,558 "
Coimbatore,2019,Gasoline,Manual,First,18.2,1197,5,"20,877","$10,206 "
Coimbatore,2015,Gasoline,Automatic,First,14.3,1598,5,"20,826","$10,838 "
Kolkata,2015,Gasoline,Manual,Second,21.1,814,5,"20,800","$3,159 "
Kochi,2017,Diesel,Automatic,First,11.4,2755,7,"20,789","$25,776 "
Ahmedabad,2015,Gasoline,Manual,First,18.9,1197,5,"20,780","$6,037 "
Kochi,2017,Diesel,Manual,First,24,1186,5,"20,773","$8,311 "
Ahmedabad,2015,Gasoline,Manual,First,15,1598,5,"20,765","$8,774 "
Coimbatore,2019,Gasoline,Manual,First,23.8,1199,5,"20,712","$9,743 "
Kochi,2018,Gasoline,Manual,First,18.9,1197,5,"20,689","$8,522 "
Kochi,2019,Gasoline,Manual,First,22,1197,5,"20,667","$8,943 "
Coimbatore,2018,Gasoline,Automatic,First,18.9,1197,5,"20,667","$10,599 "
Coimbatore,2018,Gasoline,Manual,First,18.6,1197,5,"20,632","$10,642 "
Coimbatore,2018,Diesel,Automatic,First,19.3,2143,5,"20,604","$55,623 "
Hyderabad,2014,Gasoline,Manual,First,21.1,814,5,"20,600","$3,650 "
Pune,2016,Gasoline,Manual,First,18.6,1197,5,"20,600","$7,581 "
Pune,2011,Gasoline,Manual,First,19,998,5,"20,575","$2,808 "
Mumbai,2015,Gasoline,Manual,First,18.7,1199,5,"20,568","$7,862 "
Coimbatore,2018,Gasoline,Manual,First,18.9,1197,5,"20,492","$8,901 "
Kochi,2018,Gasoline,Manual,Second,16.1,1598,5,"20,488","$10,726 "
Bangalore,2016,Gasoline,Manual,First,22.7,799,5,"20,487","$3,734 "
Kochi,2019,Diesel,Automatic,First,17.9,2143,5,"20,483","$42,538 "
Kochi,2017,Gasoline,Automatic,First,16.8,1998,4,"20,469","$50,512 "
Kochi,2018,Gasoline,Automatic,First,12.6,1950,5,"20,446","$72,090 "
Coimbatore,2018,Diesel,Manual,First,12.4,2499,5,"20,422","$22,589 "
Mumbai,2014,Gasoline,Automatic,Second,17.2,1197,5,"20,364","$7,300 "
Coimbatore,2018,Gasoline,Automatic,First,18,1497,5,"20,300","$19,949 "
Pune,2018,Diesel,Automatic,First,11.4,2755,7,"20,300","$25,270 "
Pune,2013,Diesel,Manual,First,21.1,1248,5,"20,248","$6,107 "
Bangalore,2016,Gasoline,Manual,First,25.2,799,5,"20,229","$4,914 "
Bangalore,2017,Diesel,Automatic,First,19.3,2143,5,"20,149","$54,050 "
Coimbatore,2015,Gasoline,Manual,First,17,1197,5,"20,045","$8,732 "
Coimbatore,2018,Gasoline,Automatic,First,19,1199,5,"20,026","$13,014 "
Kochi,2018,Gasoline,Manual,First,18.2,1199,5,"20,024","$11,877 "
Kochi,2018,Diesel,Automatic,First,17.5,2993,4,"20,004","$96,785 "
Mumbai,2016,Diesel,Automatic,First,20.4,1968,5,"20,003","$27,025 "
Mumbai,2016,Diesel,Automatic,First,14.8,2967,7,"20,002","$94,061 "
Hyderabad,2017,Diesel,Manual,First,27.4,1248,5,"20,000","$11,933 "
Mumbai,2016,Diesel,Manual,First,24.3,1248,5,"20,000","$12,635 "
Ahmedabad,2017,Gasoline,Automatic,First,24.1,998,5,"20,000","$5,616 "
Pune,2017,Gasoline,Automatic,First,23.1,998,5,"20,000","$6,598 "
Chennai,2016,Diesel,Manual,First,22.8,1498,5,"20,000","$11,091 "
Pune,2016,Diesel,Manual,First,21.7,1498,5,"20,000","$9,476 "
Kolkata,2016,Gasoline,Automatic,First,21.4,1197,5,"20,000","$8,058 "
Ahmedabad,2015,Gasoline,Manual,First,21.1,814,5,"20,000","$3,734 "
Mumbai,2016,Diesel,Automatic,First,20.7,1496,4,"20,000","$32,992 "
Mumbai,2015,Gasoline,Manual,First,20.4,1197,5,"20,000","$5,265 "
Delhi,2016,Diesel,Automatic,First,19.3,2143,5,"20,000","$46,329 "
Hyderabad,2017,Gasoline,Manual,First,18.9,1197,5,"20,000","$8,395 "
Mumbai,2015,Gasoline,Manual,First,18.9,1197,5,"20,000","$5,405 "
Bangalore,2015,Gasoline,Automatic,First,18.9,1598,4,"20,000","$44,925 "
Chennai,2015,Diesel,Automatic,First,18.5,1968,5,"20,000","$49,839 "
Chennai,2012,Diesel,Automatic,First,18.5,1985,5,"20,000","$16,847 "
Pune,2018,Gasoline,Manual,First,17,1198,5,"20,000","$7,721 "
Mumbai,2017,Gasoline,Automatic,First,16.5,1198,5,"20,000","$8,409 "
Mumbai,2011,Gasoline,Manual,First,16.5,1198,5,"20,000","$4,914 "
Mumbai,2018,CNG,Manual,First,15.1,1196,5,"20,000","$6,318 "
Mumbai,2013,Diesel,Manual,First,14.1,1978,10,"20,000","$7,370 "
Mumbai,2017,Diesel,Manual,First,13.7,2393,8,"20,000","$23,164 "
Pune,2013,Gasoline,Manual,First,13.2,1598,5,"20,000","$8,423 "
Ahmedabad,2014,Diesel,Manual,Second,25.8,1498,5,"20,000","$6,318 "
Hyderabad,2013,Gasoline,Manual,Second,21.1,814,5,"20,000","$3,229 "
Coimbatore,2015,Gasoline,Manual,Second,25.4,624,4,"19,963","$2,443 "
Hyderabad,2016,Gasoline,Manual,First,20.4,1197,5,"19,947","$6,318 "
Kochi,2016,Gasoline,Manual,First,18.9,1197,5,"19,947","$7,076 "
Mumbai,2017,Diesel,Automatic,First,11.6,2987,5,"19,863","$91,183 "
Hyderabad,2017,Gasoline,Manual,First,18.6,1197,5,"19,860","$9,757 "
Kochi,2019,Gasoline,Manual,First,24.7,796,5,"19,855","$5,335 "
Bangalore,2013,Diesel,Automatic,Second,17.9,2967,4,"19,828","$105,293 "
Kochi,2014,Gasoline,Manual,First,25.4,624,4,"19,698","$2,148 "
Coimbatore,2016,Diesel,Automatic,First,18.1,1995,5,"19,658","$50,316 "
Coimbatore,2019,Diesel,Automatic,First,14,2179,7,"19,654","$24,751 "
Coimbatore,2017,Gasoline,Manual,First,15.3,1591,5,"19,623","$18,419 "
Mumbai,2015,Gasoline,Manual,First,15,1598,5,"19,600","$8,634 "
Jaipur,2017,Diesel,Automatic,First,18.1,1995,5,"19,543","$56,858 "
Mumbai,2018,Gasoline,Manual,First,18.6,1197,5,"19,500","$8,213 "
Kolkata,2014,Gasoline,Manual,Second,18.9,1197,5,"19,500","$4,001 "
Mumbai,2017,Gasoline,Manual,First,21.6,1462,5,"19,416","$11,582 "
Kochi,2017,Gasoline,Manual,First,17.1,1591,5,"19,387","$11,821 "
Hyderabad,2015,Diesel,Manual,First,13,2982,7,"19,317","$34,396 "
Coimbatore,2016,Diesel,Automatic,First,14.7,2993,5,"19,254","$66,966 "
Bangalore,2016,Diesel,Automatic,First,21.8,1995,5,"19,235","$51,242 "
Mumbai,2017,CNG,Manual,First,17.5,1373,7,"19,234","$11,723 "
Coimbatore,2017,Gasoline,Automatic,First,18.9,1197,5,"19,168","$9,729 "
Kochi,2016,Gasoline,Manual,First,16.1,1197,5,"19,148","$8,269 "
Mumbai,2010,Gasoline,Manual,First,18.9,998,5,"19,119","$3,791 "
Pune,2012,Gasoline,Manual,First,16.5,1198,5,"19,030","$5,335 "
Kolkata,2016,Gasoline,Manual,First,17,1197,5,"19,008","$7,370 "
Chennai,2017,Diesel,Automatic,First,28.4,1248,5,"19,000","$12,495 "
Mumbai,2017,Diesel,Manual,First,26.8,1248,5,"19,000","$8,297 "
Pune,2016,Diesel,Automatic,First,21.5,1498,5,"19,000","$14,039 "
Hyderabad,2015,Gasoline,Manual,First,21.1,814,5,"19,000","$4,212 "
Mumbai,2015,Gasoline,Manual,First,20.9,1197,5,"19,000","$7,370 "
Hyderabad,2016,Gasoline,Manual,First,20.6,1198,5,"19,000","$4,198 "
Mumbai,2016,Gasoline,Manual,First,20.4,1197,5,"19,000","$7,792 "
Bangalore,2016,Gasoline,Manual,First,18.6,1197,5,"19,000","$10,178 "
Mumbai,2015,Diesel,Automatic,First,18.2,1968,5,"19,000","$21,760 "
Mumbai,2015,Gasoline,Automatic,First,18,1497,5,"19,000","$12,565 "
Kolkata,2014,Gasoline,Manual,First,17.4,1396,5,"19,000","$7,370 "
Jaipur,2016,Diesel,Manual,First,16.6,2498,6,"19,000","$12,986 "
Mumbai,2017,Gasoline,Manual,First,16.2,1199,5,"19,000","$6,949 "
Mumbai,2014,Diesel,Automatic,First,16,2993,7,"19,000","$61,772 "
Delhi,2016,Gasoline,Automatic,First,15.5,1198,5,"19,000","$8,774 "
Mumbai,2014,Gasoline,Automatic,First,15.5,1198,5,"19,000","$6,669 "
Mumbai,2016,Diesel,Automatic,Second,21.8,1995,5,"19,000","$42,103 "
Bangalore,2015,Diesel,Automatic,Second,16.4,2179,5,"19,000","$53,348 "
Bangalore,2015,Gasoline,Automatic,First,18,1497,5,"18,955","$14,952 "
Mumbai,2016,Gasoline,Manual,First,17.8,1198,5,"18,949","$7,020 "
Jaipur,2014,Gasoline,Manual,First,17.8,1198,5,"18,776","$6,669 "
Coimbatore,2018,Diesel,Manual,First,20.5,1248,5,"18,705","$10,824 "
Kolkata,2007,Gasoline,Manual,Second,19.7,796,5,"18,700","$1,755 "
Kochi,2018,Gasoline,Manual,First,21.1,998,5,"18,678","$11,680 "
Mumbai,2017,Gasoline,Manual,First,18.6,1197,5,"18,673","$8,732 "
Kochi,2018,Gasoline,Manual,First,18.7,1199,5,"18,664","$10,614 "
Mumbai,2014,Diesel,Automatic,Second,22.7,1995,5,"18,600","$29,482 "
Kochi,2019,Diesel,Manual,First,26.6,1248,5,"18,592","$11,947 "
Kochi,2018,Gasoline,Manual,First,18.6,1197,5,"18,553","$11,133 "
Coimbatore,2018,Diesel,Manual,First,22.5,1396,5,"18,521","$12,888 "
Chennai,2014,Gasoline,Automatic,First,23.1,998,5,"18,500","$5,545 "
Hyderabad,2017,Gasoline,Manual,First,16.2,1199,5,"18,500","$8,774 "
Jaipur,2017,Gasoline,Automatic,First,24.1,998,5,"18,491","$5,475 "
Hyderabad,2016,Gasoline,Manual,First,17,1198,5,"18,456","$8,072 "
Kochi,2019,Gasoline,Manual,First,18.9,1197,5,"18,453","$8,662 "
Mumbai,2017,Diesel,Manual,First,23.4,1248,5,"18,414","$10,178 "
Coimbatore,2018,Gasoline,Automatic,First,14.8,1497,5,"18,385","$17,422 "
Kochi,2019,Diesel,Automatic,First,22.5,1995,5,"18,373","$64,383 "
Coimbatore,2017,Gasoline,Automatic,First,21.9,624,4,"18,351","$4,787 "
Kochi,2018,Gasoline,Manual,First,21.7,999,5,"18,335","$6,318 "
Coimbatore,2017,Diesel,Manual,First,24.3,1248,5,"18,108","$15,878 "
Coimbatore,2016,Gasoline,Manual,Second,18.6,1197,5,"18,094","$8,788 "
Coimbatore,2016,Diesel,Automatic,First,16.2,2993,5,"18,090","$64,200 "
Ahmedabad,2014,Gasoline,Manual,Second,25.4,624,4,"18,050","$1,404 "
Coimbatore,2016,Gasoline,Manual,First,22.7,796,5,"18,043","$5,784 "
Pune,2015,CNG,Manual,First,33.4,796,4,"18,000","$4,212 "
Jaipur,2014,Gasoline,Manual,First,21.1,814,5,"18,000","$3,510 "
Kolkata,2015,Gasoline,Manual,First,20.4,1197,5,"18,000","$4,001 "
Kolkata,2016,Gasoline,Manual,First,19.1,1197,5,"18,000","$6,177 "
Chennai,2016,Gasoline,Automatic,First,18.9,1197,5,"18,000","$7,581 "
Kolkata,2010,Gasoline,Manual,First,18.5,1197,5,"18,000","$3,229 "
Kolkata,2010,Gasoline,Manual,First,18.5,1197,5,"18,000","$3,159 "
Mumbai,2016,Gasoline,Automatic,First,18.5,1197,5,"18,000","$8,704 "
Mumbai,2016,Gasoline,Manual,First,18.2,1196,5,"18,000","$6,879 "
Chennai,2016,Gasoline,Manual,First,17,1498,5,"18,000","$10,529 "
Kolkata,2014,Diesel,Automatic,First,16.4,2179,5,"18,000","$36,080 "
Mumbai,2018,Gasoline,Manual,First,16,1373,7,"18,000","$11,582 "
Mumbai,2017,Gasoline,Automatic,First,16,1497,7,"18,000","$12,986 "
Mumbai,2014,Gasoline,Manual,First,13.7,1399,7,"18,000","$4,703 "
